geneID,Entry,geneNames,geneName
YGR125W,P53273,YGR125W;G6362,YGR125W
YGR130C,P53278,YGR130C,YGR130C
YGR151C,P53287,YGR151C,YGR151C
YGR160W,P53288,YGR160W;G7004,YGR160W
YGR168C,P53293,YGR168C,YGR168C
YGR182C,P53300,YGR182C;G7160,YGR182C
YGR201C,P42936,YGR201C;G7727,YGR201C
YGR226C,P50083,YGR226C;G8544,YGR226C
YGR242W,P53310,YGR242W,YGR242W
YGR259C,P53321,YGR259C,YGR259C
YGR293C,P53342,YGR293C,YGR293C
YGL039W,P53183,YGL039W,YGL039W
YGL042C,P53181,YGL042C,YGL042C
YGL074C,P53160,YGL074C,YGL074C
YGL088W,P53151,YGL088W,YGL088W
YGL108C,P53139,YGL108C;G3070,YGL108C
YGL118C,P53132,YGL118C,YGL118C
YGL188C,P53098,YGL188C,YGL188C
YGL239C,P53069,YGL239C;HRE104,YGL239C
YHL019W-A,A0A023PXL1,YHL019W-A,YHL019W-A
YHL034W-A,A0A023PZH9,YHL034W-A,YHL034W-A
YHR202W,P38887,YHR202W,YHR202W
YHR054W-A,P0CL33,YHR054W-A,YHR054W-A
YHR070C-A,A0A023PYH0,YHR070C-A,YHR070C-A
YHR137C-A,Q8TGN6,YHR137C-A,YHR137C-A
YHR145C,O13537,YHR145C,YHR145C
YHR217C,P38898,YHR217C,YHR217C
YHR180W-A,P0C5N8,YHR180W-A;smORF288,YHR180W-A
YHR033W,P38690,YHR033W,YHR033W
YDR451C,Q04116,YHP1;YDR451C;D9461.36,YHP1
YHR130C,P38834,YHR130C,YHR130C
YHR138C,P38841,YHR138C,YHR138C
YHR140W,P38842,YHR140W,YHR140W
YHR177W,P38867,YHR177W,YHR177W
YIR018C-A,Q3E7Z3,YIR018C-A,YIR018C-A
YIR021W-A,Q3E739,YIR021W-A,YIR021W-A
YIR023C-A,A0A023PZF9,YIR023C-A,YIR023C-A
YIL046W-A,Q3E7Z4,YIL046W-A,YIL046W-A
YIL134C-A,Q45U18,YIL134C-A,YIL134C-A
YIL142C-A,A0A023PYI2,YIL142C-A,YIL142C-A
YIL168W,P0CF21,YIL168W;YI9402.08A,YIL168W
YIL021C-A,Q8TGN4,YIL021C-A,YIL021C-A
YIL082W,Q99219,TY3A-I;YILWTy3-1;GAG;YIL082W,TY3A-I
YIL082W-A,Q7LHG5,TY3B-I;YILWTy3-1;POL;YIL082W-A,TY3B-I
YIL001W,P40560,YIL001W;YIA1W,YIL001W
YAL059C-A,A0A023PYD0,YAL059C-A,YAL059C-A
YAL063C-A,Q3E791,YAL063C-A,YAL063C-A
YAR066W,P0CX18,YAR066W,YAR066W
YAR009C,O13527,TY1B-A;YARCTy1-1;POL;YAR009C,TY1B-A
YAL064W-B,O13512,YAL064W-B,YAL064W-B
YAL064W,P39711,YAL064W,YAL064W
YJL141C,P14680,YAK1;YJL141C;J0652,YAK1
YAR069C,P0CX92,YAR069C,YAR069C
YCL068C,P25593,YCL068C;YCL68C,YCL068C
YCR006C,P25350,YCR006C;YCR044;YCR6C,YCR006C
YDL011C,Q12023,YDL011C,YDL011C
YDR524C-A,Q8TGR6,YDR524C-A;YDR524C-C,YDR524C-A
YDR271C,P87282,YDR271C,YDR271C
YDR521W,P87273,YDR521W,YDR521W
YDR535C,Q04434,YDR535C,YDR535C
YDR541C,Q03049,YDR541C,YDR541C
YDL114W-A,P0C5M5,YDL114W-A,YDL114W-A
YER066C-A,P87263,YER066C-A,YER066C-A
YER137W-A,A0A023PZG5,YER137W-A,YER137W-A
YER148W-A,A0A023PXK2,YER148W-A,YER148W-A
YER152W-A,A0A023PZC7,YER152W-A,YER152W-A
YER172C-A,A0A023PYF7,YER172C-A,YER172C-A
YAR019W-A,A0A023PXB0,YAR019W-A,YAR019W-A
YAL019W-A,A0A023PXA5,YAL019W-A,YAL019W-A
YAL037C-B,Q8TGR8,YAL037C-B;YAL038C-A,YAL037C-B
YAR030C,P39550,YAR030C,YAR030C
YAR064W,P39563,YAR064W,YAR064W
YBR292C,P38357,YBR292C;YBR2040,YBR292C
YBR196C-B,Q3E778,YBR196C-B,YBR196C-B
YBL053W,P38190,YBL053W;YBL0514,YBL053W
YBL059W,P34224,YBL059W;YBL0508;YBL0516,YBL059W
YBL065W,P38188,YBL065W;YBL0502,YBL065W
YBL083C,P38178,YBL083C;YBL0719,YBL083C
YBL094C,P38173,YBL094C;YBL0836,YBL094C
YBL100C,P38168,YBL100C;YBL0826,YBL100C
YBR013C,P38215,YBR013C;YBR0209,YBR013C
YCR038W-A,Q96VG8,YCR038W-A,YCR038W-A
YCR045W-A,Q8TGQ2,YCR045W-A,YCR045W-A
YCR081C-A,Q8TGQ0,YCR081C-A,YCR081C-A
YCL042W,P25572,YCL042W;YCL42W,YCL042W
YCL046W,P25575,YCL046W;YCL46W,YCL046W
YGR203W,P42937,YCH1;YGR203W;G7731,YCH1
YAL016C-B,P0C1V3,YAL016C-B,YAL016C-B
YAL034C-B,O13515,YAL034C-B;YAL035C-A,YAL034C-B
YAR075W,O42831,YAR075W,YAR075W
YAL016C-A,A0A023PYC6,YAL016C-A,YAL016C-A
YAR060C,P0CX88,YAR060C,YAR060C
YAR070C,P39566,YAR070C,YAR070C
YPR199C,Q06596,ARR1;ACR1;YAP8;YPR199C;P9677.15,ARR1
YER024W,P40017,YAT2;YER024W,YAT2
YBR072C-A,Q3E794,YBR072C-A,YBR072C-A
YBR191W-A,P0C5L5,YBR191W-A,YBR191W-A
YBR200W-A,Q3E755,YBR200W-A,YBR200W-A
YBR223W-A,Q8TGQ3,YBR223W-A,YBR223W-A
YBR174C,P38294,YBR174C;YBR1236,YBR174C
YBR190W,P38303,YBR190W;YBR1318,YBR190W
YBR197C,P38306,YBR197C;YBR1409,YBR197C
YBR206W,P38309,YBR206W;YBR1447,YBR206W
YBR219C,P38317,YBR219C;YBR1509,YBR219C
YBR277C,P38350,YBR277C;YBR2014,YBR277C
YBL012C,P38209,YBL012C;YBL0314,YBL012C
YBL055C,P34220,YBL055C;YBL0511;YBL0512,YBL055C
YBL073W,P38184,YBL073W;YBL0612,YBL073W
YBR012C,P38214,YBR012C;YBR0205,YBR012C
YBR064W,P38240,YBR064W;YBR0612,YBR064W
YCR047W-A,Q8TGQ1,YCR047W-A,YCR047W-A
YCR102W-A,Q96VG5,YCR102W-A,YCR102W-A
YCL002C,P25565,YCL002C;YCL2C,YCL002C
YCL021W,P25561,YCL021W;YCL21W,YCL021W
YDR135C,P39109,YCF1;YDR135C;YD9302.11C,YCF1
YCL075W,P25601,TY5B;YCL075W;YCL75W,TY5B
YCR025C,P25352,YCR025C;YCR244;YCR25C,YCR025C
YDL009C,Q12210,YDL009C,YDL009C
YDL023C,Q12264,YDL023C,YDL023C
YDL034W,Q12448,YDL034W;D2758,YDL034W
YDR042C,Q03205,YDR042C;YD6888.04c,YDR042C
YDR053W,Q07790,YDR053W,YDR053W
YDR061W,Q12298,YDR061W;D4241,YDR061W
YDR089W,P38966,YDR089W;D4495;YD8554.22,YDR089W
YDR098C-A,Q03856,TY1A-DR1;YDRCTy1-1;GAG;YDR098C-A;YD8557.07c,TY1A-DR1
YDR098C-B,Q03855,TY1B-DR1;YDRCTy1-1;POL;YDR098C-B;YD8557.06c,TY1B-DR1
YDR210C-C,Q12441,TY1A-DR3;YDRCTy1-2;GAG;YDR210C-C;YD8142B.02c,TY1A-DR3
YDR132C,Q03900,YDR132C,YDR132C
YDL144C,Q07589,YDL144C,YDL144C
YDL152W,Q12394,YDL152W;D1551,YDL152W
YDR365W-A,P0CX70,TY1A-DR6;YDRWTy1-5;GAG;YDR365W-A;D9481.12,TY1A-DR6
YDR365W-B,P0C2I3,TY1B-DR6;YDRWTy1-5;POL;YDR365W-B;D9481.12,TY1B-DR6
YDL176W,Q12027,YDL176W,YDL176W
YDL183C,P48569,YDL183C;D1293,YDL183C
YDR203W,A0A023PXI4,YDR203W,YDR203W
YDL206W,Q12424,YDL206W;D1053,YDL206W
YDR215C,Q12240,YDR215C;YD8142.15c;YD8142B.07c,YDR215C
YDR034C-C,Q12392,TY2A-DR1;YDRCTy2-1;GAG;YDR034C-C;YD9673.06c,TY2A-DR1
YDR220C,Q04923,YDR220C,YDR220C
YDR210W-B,Q03494,TY2B-DR2;YDRWTy2-2;POL;YDR210W-B;YD8142A.09,TY2B-DR2
YDL241W,Q07738,YDL241W,YDL241W
YDR269C,P87281,YDR269C,YDR269C
YDR286C,Q05530,YDR286C,YDR286C
YDR320W-B,P0C5M0,YDR320W-B,YDR320W-B
YDR344C,Q05510,YDR344C,YDR344C
YDR034W-B,Q6Q5X2,YDR034W-B,YDR034W-B
YDR413C,P87266,YDR413C,YDR413C
YDR417C,P87267,YDR417C,YDR417C
YDR431W,Q04069,YDR431W,YDR431W
YDR444W,Q04093,YDR444W,YDR444W
YDR491C,Q03418,YDR491C,YDR491C
YDR510C-A,Q8TGR7,YDR510C-A,YDR510C-A
YDR526C,P87274,YDR526C,YDR526C
YDR537C,P87261,YDR537C,YDR537C
YDR544C,Q03057,YDR544C,YDR544C
YDR157W,A0A023PZE8,YDR157W,YDR157W
YDL159C-B,Q8TGP9,YDL159C-B,YDL159C-B
YDR374W-A,Q2V2P8,YDR374W-A,YDR374W-A
YDL185C-A,P0C5M4,YDL185C-A,YDL185C-A
YDR109C,Q04585,YDR109C,YDR109C
YER076W-A,A0A023PXJ3,YER076W-A,YER076W-A
YEL004W,P40004,YEA4;YEL004W,YEA4
YEL014C,P39999,YEL014C,YEL014C
YEL073C,P39974,YEL073C,YEL073C
YFL002W-B,P0CX61,TY2A-F;YFLWTy2-1;GAG;YFL002W-B;F006,TY2A-F
YFL002W-A,P0CX63,TY2B-F;YFLWTy2-1;POL;YFL002W-A;FN01,TY2B-F
YGR122C-A,P0C5N2,YGR122C-A,YGR122C-A
YGR169C-A,Q3E772,YGR169C-A,YGR169C-A
YGL188C-A,Q8TGU1,YGL188C-A,YGL188C-A
YGR050C,P53231,YGR050C,YGR050C
YGR161W-A,P0CX62,TY2A-GR2;YGRWTy2-2;GAG;YGR161W-A;G7015,TY2A-GR2
YGR122W,P53272,YGR122W;G6335,YGR122W
YGR126W,P53274,YGR126W;G6365,YGR126W
YGR137W,P53282,YGR137W,YGR137W
YGR149W,P48236,YGR149W;G6639,YGR149W
YGL041W-A,P0C5N3,YGL041W-A,YGL041W-A
YGR250C,P53316,YGR250C,YGR250C
YGR269W,P40326,YGR269W,YGR269W
YGR283C,P53336,YGR283C,YGR283C
YGL069C,P53162,YGL069C,YGL069C
YGL081W,P53156,YGL081W,YGL081W
YGL101W,P53144,YGL101W,YGL101W
YGL109W,P53138,YGL109W;G3065,YGL109W
YGL132W,P53126,YGL132W;G2847,YGL132W
YGL152C,P53113,YGL152C;G1873,YGL152C
YGL193C,P53097,YGL193C;G1334,YGL193C
YBL006W-A,Q8TGQ6,YBL006W-A,YBL006W-A
YBL107W-A,Q6B113,YBL107W-A,YBL107W-A
YBL111C,Q3E7Y5,YBL111C,YBL111C
YBR126W-A,Q8TGU7,YBR126W-A,YBR126W-A
YBL113W-A,Q8TGK5,YBL113W-A,YBL113W-A
YBR255C-A,Q3E776,YBR255C-A,YBR255C-A
YBR056W-A,I2HB52,YBR056W-A,YBR056W-A
YBR232C,P38327,YBR232C;YBR1530,YBR232C
YBR259W,P38338,YBR259W;YBR1727,YBR259W
YBR284W,P38150,YBR284W;YBR2021,YBR284W
YBL028C,P38202,YBL028C;YBL0423,YBL028C
YBL044W,P38194,YBL044W;YBL0404,YBL044W
YBL081W,P38180,YBL081W;YBL0722,YBL081W
YBL086C,P38177,YBL086C;YBL0714,YBL086C
YBL096C,P38171,YBL096C;YBL0834,YBL096C
YCR023C,P25351,YCR023C;YCR23C;YCR241,YCR023C
YCR043C,P25361,YCR043C;YCR43C;YCR725,YCR043C
YCR064C,P25640,YCR064C;YCR64C,YCR064C
YCR090C,P25654,YCR090C;YCR1104;YCR90C,YCR090C
YCR099C,P25657,YCR099C;YCR99C,YCR099C
YCR101C,P25607,YCR101C,YCR101C
YDR003W-A,Q3E7Z7,YDR003W-A,YDR003W-A
YDL109C,Q12103,YDL109C;D2325,YDL109C
YDL159W-A,Q3E774,YDL159W-A;YDL159W-B,YDL159W-A
YDR316W-B,P0C2I2,TY1B-DR5;YDRWTy1-4;POL;YDR316W-B;D9740.1,TY1B-DR5
YDL162C,Q12307,YDL162C,YDL162C
YDL177C,Q12257,YDL177C,YDL177C
YDR210W-A,Q03483,TY2A-DR2;YDRWTy2-2;GAG;YDR210W-A;YD8142A.08,TY2A-DR2
YDL242W,Q07746,YDL242W,YDL242W
YDR524W-C,P0C1Z1,YDR524W-C;YDR524W-A,YDR524W-C
YDR340W,Q05503,YDR340W,YDR340W
YDR034C-A,P0C289,YDR034C-A,YDR034C-A
YDR355C,P87285,YDR355C,YDR355C
YDR396W,O13522,YDR396W,YDR396W
YDR415C,Q04033,YDR415C,YDR415C
YDR433W,P87269,YDR433W,YDR433W
YDR442W,P87270,YDR442W,YDR442W
YDR222W,Q04925,YDR222W,YDR222W
YEL032C-A,Q8TGP4,YEL032C-A,YEL032C-A
YER068C-A,A0A023PXC7,YER068C-A,YER068C-A
YEL076C-A,P0CX16,YEL076C-A,YEL076C-A
YEL077C,Q3E7X8,YEL077C,YEL077C
YER079C-A,A0A023PZB8,YER079C-A,YER079C-A
YER084W-A,A0A023PZG0,YER084W-A,YER084W-A
YER160C,Q03619,TY1B-ER2;YERCTy1-2;POL;YER160C,TY1B-ER2
YER184C,P39961,YER184C,YER184C
YER186C,P40101,YER186C,YER186C
YEL041W,P32622,YEF1;YEL041W;SYGP-ORF17,YEF1
YEL043W,P32618,YEL043W;SYGP-ORF14,YEL043W
YLL012W,Q07804,YEH1;YLL012W;L1329,YEH1
YEL076C,P39971,YEL076C,YEL076C
YER130C,P39959,YER130C,YER130C
YER135C,P40082,YER135C,YER135C
YER156C,P40093,YER156C,YER156C
YER158C,P40095,YER158C,YER158C
YFR012W-A,Q3E838,YFR012W-A,YFR012W-A
YFL013W-A,Q03187,YFL013W-A,YFL013W-A
YFL031C-A,Q8TGU3,YFL031C-A;YFL030C-A,YFL031C-A
YFR032C-B,Q8TGU2,YFR032C-B,YFR032C-B
YFR034W-A,Q8TGR2,YFR034W-A,YFR034W-A
YFR036W-A,A0A023PZD0,YFR036W-A,YFR036W-A
YFR052C-A,A0A023PZH4,YFR052C-A,YFR052C-A
YFL012W,P43580,YFL012W,YFL012W
YFL019C,P43576,YFL019C,YFL019C
YFL040W,P43562,YFL040W,YFL040W
YFL054C,P43549,YFL054C,YFL054C
YFL063W,P43541,YFL063W,YFL063W
YFL065C,P43539,YFL065C,YFL065C
YFL068W,P0CX99,YFL068W,YFL068W
YFR018C,P43599,YFR018C,YFR018C
YFR035C,P43608,YFR035C,YFR035C
YFL012W-A,Q03186,YFL012W-A,YFL012W-A
YFL057C,P43546,YFL057C,YFL057C
YFR056C,P43624,YFR056C,YFR056C
YGR035W-A,Q45U48,YGR035W-A,YGR035W-A
YGL063C-A,Q8TGP0,YGL063C-A,YGL063C-A
YGR027W-A,Q12085,TY1A-GR1;YGRWTy1-1;GAG;YGR027W-A;G4052,TY1A-GR1
YGR038C-A,Q12485,TY1A-GR2;YGRCTy1-2;GAG;YGR038C-A;G4128,TY1A-GR2
YGR161C-C,P0CX67,TY1A-GR3;YGRCTy1-3;GAG;YGR161C-C;G7028,TY1A-GR3
YGR161C-D,Q12316,TY1B-GR3;YGRCTy1-3;POL;YGR161C-D;G7025,TY1B-GR3
YGR018C,P53211,YGR018C,YGR018C
YGR026W,P53217,YGR026W,YGR026W
YGR045C,P53229,YGR045C,YGR045C
YGR270C-A,Q8TGN7,YGR270C-A,YGR270C-A
YGR107W,P53263,YGR107W,YGR107W
YGR127W,P53275,YGR127W,YGR127W
YGR190C,P53302,YGR190C,YGR190C
YGR219W,P53307,YGR219W,YGR219W
YGR237C,P50089,YGR237C;G8581,YGR237C
YGL015C,P33199,YGL015C;YGL026,YGL015C
YGL041C,P53182,YGL041C,YGL041C
YGL052W,P53175,YGL052W,YGL052W
YGL177W,P53105,YGL177W;BIB115,YGL177W
YGL182C,P53103,YGL182C;G1607,YGL182C
YGL217C,P53085,YGL217C,YGL217C
YGL235W,P53071,YGL235W,YGL235W
YGL242C,P53066,YGL242C;HRE181,YGL242C
YHL050W-A,P0C5B8,YHL050W-A,YHL050W-A
YHR056W-A,A0A023PXL7,YHR056W-A,YHR056W-A
YHR063W-A,A0A023PZE1,YHR063W-A,YHR063W-A
YHR069C-A,A0A023PZI4,YHR069C-A,YHR069C-A
YHR086W-A,Q3E746,YHR086W-A,YHR086W-A
YHR214C-C,P0C2I4,TY1A-H;YHRCTy1-1;GAG;YHR214C-C;YHR214C-A,TY1A-H
YHR131W-A,A0A023PXM2,YHR131W-A,YHR131W-A
YHR139C-A,O13536,YHR139C-A,YHR139C-A
YHR165W-A,A0A023PZE4,YHR165W-A,YHR165W-A
YHR073C-B,P0C5N4,YHR073C-B,YHR073C-B
YHL005C,P38752,YHL005C,YHL005C
YHL008C,P38750,YHL008C,YHL008C
YHL041W,P38730,YHL041W,YHL041W
YHL044W,P38727,YHL044W,YHL044W
YHL049C,P38722,YHL049C,YHL049C
YHR029C,P38765,YHI9;YHR029C,YHI9
YHR054C,P38780,YHR054C,YHR054C
YHR095W,P38808,YHR095W,YHR095W
YHR180W,P38868,YHR180W,YHR180W
YHR182W,P38870,YHR182W,YHR182W
YIL024C,P40543,YIL024C,YIL024C
YIL032C,P40536,YIL032C,YIL032C
YNL263C,P53845,YIF1;YNL263C;N0820,YIF1
YIL055C,P40523,YIL055C,YIL055C
YIL092W,P40497,YIL092W,YIL092W
YMR152W,P28625,YIM1;YMR152W;YM8520.01;YM9375.22,YIM1
YIR043C,P40587,YIR043C;YI8224.05C,YIR043C
YJL047C-A,Q3E737,YJL047C-A,YJL047C-A
YJL133C-A,Q3E7A3,YJL133C-A,YJL133C-A
YJL156W-A,P0C5N9,YJL156W-A,YJL156W-A
YIL177W-A,P0CL41,YIL177W-A,YIL177W-A
YJL127W-A,P0C5P1,YJL127W-A;YJL127W-B,YJL127W-A
YJR085C,P47131,YJR085C;J1863,YJR085C
YJR098C,P47139,YJR098C;J1936,YJR098C
YJR111C,P47148,YJR111C;J2009,YJR111C
YJR115W,P47152,YJR115W;J2027,YJR115W
YJR141W,P47172,YJR141W;J2166,YJR141W
YJR157W,P47184,YJR157W;J2255,YJR157W
YJL015C,P47073,YJL015C;J1331,YJL015C
YJL016W,P47072,YJL016W;J1320;J1326;YJL017W,YJL016W
YJL070C,P40361,YJL070C;HRD888;J1095,YJL070C
YJL222W-A,P0CL26,YJL222W-A,YJL222W-A
YJL119C,P47021,YJL119C;J0738,YJL119C
YJL150W,P47004,YJL150W;J0632,YJL150W
YJL152W,P47003,YJL152W;J0628,YJL152W
YJL169W,P46994,YJL169W;J0517,YJL169W
YJL182C,P46986,YJL182C;J0430,YJL182C
YJL193W,P39542,YJL193W;J0349,YJL193W
YJL213W,P40896,YJL213W;HRC331;J0234,YJL213W
YJL218W,P40892,YJL218W;HRA196;J0224,YJL218W
YJR018W,P47091,YJR018W;J1454;YJR83.14,YJR018W
YKR023W,P36119,YKR023W,YKR023W
YKR075W-A,Q8TGM9,YKR075W-A,YKR075W-A
YKR033C,P36128,YKR033C,YKR033C
YKL162C-A,P0C5P4,YKL162C-A,YKL162C-A
YKL183C-A,Q3E765,YKL183C-A,YKL183C-A
YKR073C,P36153,YKR073C,YKR073C
YKL031W,P36098,YKL031W;YKL244,YKL031W
YKL044W,P36092,YKL044W;YKL257,YKL044W
YKL053W,P35733,YKL053W;YKL307,YKL053W
YKL077W,P36081,YKL077W,YKL077W
YKL100C,P34248,YKL100C;YKL450,YKL100C
YKL153W,P36058,YKL153W;YKL608,YKL153W
YKL223W,P36031,YKL223W,YKL223W
YMR085W,P0CF18,YMR085W,YMR085W
YML101C-A,Q6B0Z2,YML101C-A;YML102C-A,YML101C-A
YMR119W-A,A0A023PZL2,YMR119W-A,YMR119W-A
YML045W-A,Q04706,TY1A-ML1;YMLWTy1-1;GAG;YML045W-A;YM9827.07,TY1A-ML1
YML045W,Q04711,TY1B-ML1;YMLWTy1-1;POL;YML045W;YM9827.08,TY1B-ML1
YMR046C,Q04215,TY1A-MR1;YMRCTy1-3;GAG;YMR046C;YM9532.11C,TY1A-MR1
YMR013C-A,P0C5Q3,YMR013C-A,YMR013C-A
YMR051C,P0CX69,TY1A-MR2;YMRCTy1-4;GAG;YMR051C;YM9796.04C,TY1A-MR2
YMR130W,Q04223,YMR130W;YM9553.06,YMR130W
YMR172C-A,A0A023PXH6,YMR172C-A,YMR172C-A
YMR175W-A,Q3E766,YMR175W-A,YMR175W-A
YMR193C-A,Q6B0R2,YMR193C-A,YMR193C-A
YMR141C,P40211,YMR141C;YM9375.10C,YMR141C
YMR247W-A,Q3E782,YMR247W-A,YMR247W-A
YMR147W,P40218,YMR147W;YM9375.17,YMR147W
YMR272W-B,Q8TGS5,YMR272W-B,YMR272W-B
YMR315W-A,Q8TGS4,YMR315W-A,YMR315W-A
YML031C-A,A0A023PXH2,YML031C-A,YML031C-A
YMR178W,Q03219,YMR178W;YM8010.08,YMR178W
YMR187C,Q03236,YMR187C;YM8010.17C,YMR187C
YMR206W,Q03695,YMR206W;YM8325.07,YMR206W
YMR209C,Q03648,YMR209C;YM8261.03C,YMR209C
YMR245W,Q04019,YMR245W;YM9408.07,YMR245W
YMR310C,Q04867,YMR310C;YM9924.02C,YMR310C
YBR104W,P38087,YMC2;YBR104W;YBR0833,YMC2
YPR024W,P32795,YME1;OSD1;YTA11;YPR024W;YP9367.04,YME1
YNL058C,P53947,YNL058C;N2433;YNL2433C,YNL058C
YOR064C,Q08465,YNG1;YOR064C;YOR29-15,YNG1
YNL339W-B,P0CL36,YNL339W-B,YNL339W-B
YOL019W,Q08157,YOL019W,YOL019W
YGR281W,P53049,YOR1;YGR281W,YOR1
YPR011C,Q12251,YPR011C;LPZ11C;YP9531.04C,YPR011C
YPR015C,Q12531,YPR015C;LPZ14c,YPR015C
YPR022C,Q12139,YPR022C,YPR022C
YPR036W-A,Q3E752,YPR036W-A,YPR036W-A
YPR059C,P0C5E1,YPR059C,YPR059C
YPL066W,Q12194,YPL066W;LPE4W,YPL066W
YPL068C,Q02749,YPL068C,YPL068C
YPR076W,O13582,YPR076W;P9513.9A,YPR076W
YPR084W,Q06821,YPR084W,YPR084W
YPR074W-A,P0C5R6,YPR074W-A,YPR074W-A
YPR091C,Q06833,YPR091C,YPR091C
YPR098C,Q06089,YPR098C,YPR098C
YPL136W,O13519,YPL136W,YPL136W
YPR158W-A,P0CX60,TY1A-PR2;YPRWTy1-3;GAG;YPR158W-A;P9584.3,TY1A-PR2
YPR158W-B,P0C2J0,TY1B-PR2;YPRWTy1-3;POL;YPR158W-B;P9584.3c,TY1B-PR2
YPL152W-A,Q8TGR9,YPL152W-A,YPL152W-A
YPL162C,Q12042,YPL162C,YPL162C
YPR170W-A,P0C5R8,YPR170W-A,YPR170W-A
YPL182C,Q08922,YPL182C;P2235,YPL182C
YPL199C,Q08954,YPL199C,YPL199C
YPR203W,Q08994,YPR203W,YPR203W
YPL205C,Q08958,YPL205C;P1845,YPL205C
YPL225W,Q08971,YPL225W,YPL225W
YPL060C-A,A0A0B7P3V8,TY4B-P;YPLCTy4-1;POL;YPL060C-A,TY4B-P
YGL210W,P51996,YPT32;YPT11;YGL210W,YPT32
YOR003W,P25036,YSP3;YOR003W,YSP3
YBR148W,P38280,YSW1;YBR148W;YBR1125,YSW1
YCR001W,P25347,YCR001W;YCR021;YCR1W,YCR001W
YCR022C,P25620,YCR022C;YCR22C,YCR022C
YCR085W,P25650,YCR085W;YCR85W,YCR085W
YCR100C,P25606,YCR100C,YCR100C
YDL025W-A,Q8TGP7,YDL025W-A,YDL025W-A
YDR029W,Q12111,YDR029W,YDR029W
YDL041W,Q12352,YDL041W;D2717,YDL041W
YDL062W,Q07410,YDL062W,YDL062W
YDL071C,Q07438,YDL071C,YDL071C
YDL086C-A,Q8TGP8,YDL086C-A,YDL086C-A
YDL094C,Q07509,YDL094C,YDL094C
YDR249C,Q03787,YDR249C,YDR249C
YDR250C,Q03788,YDR250C,YDR250C
YDR278C,Q05612,YDR278C,YDR278C
YDR464C-A,Q8TGP5,YDR464C-A,YDR464C-A
YDL085C-A,Q3E7B7,YDL085C-A,YDL085C-A
YDR199W,A0A023PXB9,YDR199W,YDR199W
YDL196W,Q12187,YDL196W;D1224,YDL196W
YEL008C-A,Q8TGP3,YEL008C-A,YEL008C-A
YER053C-A,Q3E7B0,YER053C-A,YER053C-A
YER078W-A,Q3E7A2,YER078W-A,YER078W-A
YER119C-A,P87191,YER119C-A,YER119C-A
YER159C-A,P0CX66,TY1A-ER2;YERCTy1-2;GAG;YER159C-A;YER160C-A,TY1A-ER2
YER187W,P40102,YER187W,YER187W
YER188W,P40103,YER188W,YER188W
YER189W,P40104,YER189W,YER189W
YER088C-A,A0A023PXD3,YER088C-A,YER088C-A
YEL008W,P40001,YEL008W,YEL008W
YEL025C,P39991,YEL025C,YEL025C
YEL028W,P39989,YEL028W,YEL028W
YEL045C,P32616,YEL045C;SYGP-ORF33,YEL045C
YEL057C,P39983,YEL057C,YEL057C
YEL068C,P39977,YEL068C,YEL068C
YEL074W,P39973,YEL074W,YEL074W
YER085C,P40058,YER085C,YER085C
YMR040W,Q04210,YET2;YMR040W;YM9532.05,YET2
YER137C,P40083,YER137C,YER137C
YFL015W-A,A0A023PXD9,YFL015W-A,YFL015W-A
YDR262W,Q12331,YDR262W;YD9320B.01,YDR262W
YFL015C,P43578,YFL015C,YFL015C
YFL032W,P43566,YFL032W,YFL032W
YFL034W,P43564,YFL034W,YFL034W
YFL066C,P43538,YFL066C,YFL066C
YFR006W,P43590,YFR006W,YFR006W
YFR007W,P43591,YFH7;AIM12;YFR007W,YFH7
YGR017W,P53210,YGR017W,YGR017W
YGR022C,P53213,YGR022C,YGR022C
YGR025W,P53216,YGR025W,YGR025W
YGR042W,P53227,YGR042W,YGR042W
YGL258W-A,Q3E740,YGL258W-A,YGL258W-A
YGR296C-B,P0CX96,YGR296C-B,YGR296C-B
YGR069W,P53245,YGR069W,YGR069W
YGR079W,P53249,YGR079W,YGR079W
YGR114C,P53268,YGR114C;G6163,YGR114C
YGR109W-A,Q12173,TY3A-G;YGRWTy3-1;GAG;YGR109W-A;G5982,TY3A-G
YGR115C,P53269,YGR115C;G6166,YGR115C
YGR228W,P53308,YGR228W,YGR228W
YGR265W,P53325,YGR265W,YGR265W
YGR291C,P53340,YGR291C,YGR291C
YGL010W,P25338,YGL010W;YGL021,YGL010W
YGL024W,P53190,YGL024W,YGL024W
YGL034C,P53186,YGL034C,YGL034C
YGL082W,P53155,YGL082W,YGL082W
YGL114W,P53134,YGL114W,YGL114W
YGL117W,P53133,YGL117W,YGL117W
YGL138C,P53122,YGL138C;G2816,YGL138C
YGL218W,P53084,YGL218W,YGL218W
YGL230C,P53074,YGL230C,YGL230C
YHL002C-A,A0A023PYG1,YHL002C-A,YHL002C-A
YHL006W-A,A0A023PXE5,YHL006W-A,YHL006W-A
YHR007C-A,Q07074,YHR007C-A,YHR007C-A
YHR073W-A,P0C5N7,YHR073W-A,YHR073W-A
YHL037C,P38733,YHL037C,YHL037C
YHL050C,P38721,YHL050C,YHL050C
YHR125W,P38831,YHR125W,YHR125W
YHR173C,P38864,YHR173C,YHR173C
YIL030W-A,A0A023PZJ3,YIL030W-A,YIL030W-A
YIL115W-A,A0A023PZJ9,YIL115W-A,YIL115W-A
YIR020W-A,Q03886,YIR020W-A;YIR020W-B,YIR020W-A
