geneID,Entry,geneNames,geneName
YBR072W,P15992,HSP26;YBR072W;YBR0714,HSP26
YPL280W,Q08992,HSP32;YPL280W,HSP32
YOR391C,Q08914,HSP33;YOR391C,HSP33
YDR171W,Q12329,HSP42;YDR171W;YD9395.04,HSP42
YOL068C,P53685,HST1;YOL068C,HST1
YHR067W,P38790,HTD2;RMD12;YHR067W,HTD2
YML058W-A,Q6Q5K6,HUG1;YML058W-A,HUG1
YOR136W,P28241,IDH2;YOR136W;O3326;YOR3326W,IDH2
YOR189W,Q08561,IES4;YOR189W,IES4
YMR260C,P38912,TIF11;YMR260C;YM8156.02C,TIF11
YAL035W,P39730,FUN12;YAL035W,FUN12
YCL009C,P25605,ILV6;YCL009C;YCL9C,ILV6
YCR021C,P25619,HSP30;YCR021C;YCR21C,HSP30
YDR533C,Q04432,HSP31;YDR533C;D9719.36,HSP31
YBL075C,P09435,SSA3;YBL075C;YBL06.07;YBL0610,SSA3
YDR258C,P33416,HSP78;YDR258C;YD9320A.08C,HSP78
YPL015C,P53686,HST2;YPL015C;LPA2C,HST2
YDR191W,P53688,HST4;YDR191W;YD9346.03,HST4
YGR223C,P50079,HSV2;YGR223C;G8530,HSV2
YGR268C,P40325,HUA1;YGR268C,HUA1
YFR053C,P04806,HXK1;HKA;YFR053C,HXK1
YCL040W,P17709,GLK1;HOR3;YCL040W;YCL312;YCL40W,GLK1
YIL170W,P40441,HXT12;YIL170W;YI9402.06B,HXT12
YJR158W,P47185,HXT16;YJR158W;J2260,HXT16
YDR342C,P39004,HXT7;YDR342C;D9651.11,HXT7
YJL219W,P40885,HXT9;YJL219W;HRC567;J0222,HXT9
YJL077C,P47034,ICS3;YJL077C;J1033,ICS3
YLR174W,P41939,IDP2;YLR174W;L9470.12,IDP2
YDL066W,P21954,IDP1;YDL066W,IDP1
YPL117C,P15496,IDI1;BOT2;YPL117C;LPH10C,IDI1
YLR052W,Q12345,IES3;YLR052W;L2131,IES3
YEL044W,P32617,IES6;YEL044W;SYGP-ORF13,IES6
YJR007W,P20459,SUI2;TIF211;YJR007W;J1429,SUI2
YNL164C,P53892,IBD2;YNL164C;N1714,IBD2
YNL037C,P28834,IDH1;YNL037C;N2690,IDH1
YFL013C,P43579,IES1;YFL013C,IES1
YNL215W,P40154,IES2;YNL215W;N1315,IES2
YER092W,P40060,IES5;YER092W,IES5
YPR016C,Q12522,TIF6;CDC95;YPR016C;LPZ15C,TIF6
YFR017C,P43598,IGD1;YFR017C,IGD1
YJL057C,P47042,IKS1;YJL057C;J1143,IKS1
YLR355C,P06168,ILV5;YLR355C;L9638.7,ILV5
YMR108W,P07342,ILV2;SMR1;YMR108W;YM9718.07,ILV2
YMR204C,Q03694,INP1;YMR204C;YM8325.05C,INP1
YMR163C,Q03824,INP2;YMR163C;YM8520.12C,INP2
YIL002C,P40559,INP51;SJL1;YIL002C;YIA2C,INP51
YNL106C,P50942,INP52;SJL2;YNL106C;N2160,INP52
YIL162W,P00724,SUC2;YIL162W,SUC2
YMR174C,P01094,PAI3;YMR174C;YM8010.04C,PAI3
YDR173C,P07250,ARG82;ARGR3;IPK2;YDR173C;YD9395.06C,ARG82
YOL081W,P19158,IRA2;CCS1;GLC4;YOL081W;O0985,IRA2
YOR044W,Q08416,IRC23;YOR044W,IRC23
YKR019C,P36115,IRS4;YKR019C,IRS4
YKL189W,P32464,HYM1;YKL189W,HYM1
YJR078W,P47125,BNA2;YJR078W;J1840,BNA2
YER078C,P40051,ICP55;YER078C,ICP55
YLR099C,Q12385,ICT1;YLR099C,ICT1
YMR195W,Q04329,ICY1;YMR195W;YM9646.08,ICY1
YPR163C,P34167,TIF3;STM1;TIF42;YPR163C;P9325.6,TIF3
YGR162W,P39935,TIF4631;YGR162W,TIF4631
YPR041W,P38431,TIF5;YPR041W;YP3085.05,TIF5
YIR024C,P40576,INA22;YIR024C,INA22
YHR046C,P38710,INM1;IMP1;YHR046C,INM1
YNL152W,P53901,INN1;YNL152W;N1765,INN1
YJL153C,P11986,INO1;YJL153C;J0610,INO1
YDR123C,P26798,INO2;DIE1;SCS1;YDR123C;YD9727.18C,INO2
YGL150C,P53115,INO80;YGL150C;G1880,INO80
YOR109W,Q12271,INP53;SJL3;SOP2;YOR109W;YOR3231w,INP53
YNL189W,Q02821,SRP1;KAP60;YNL189W;N1606,SRP1
YOL157C,Q08295,IMA2;YOL157C,IMA2
YMR308C,P32337,PSE1;KAP121;YMR308C;YM9952.10C,PSE1
YHR216W,P38697,IMD2;PUR5;YHR216W,IMD2
YLR432W,P50095,IMD3;YLR432W;L9753.4,IMD3
YML056C,P50094,IMD4;YML056C;YM9958.06C,IMD4
YJL082W,P47031,IML2;YJL082W;J1007,IML2
YMR150C,P28627,IMP1;PET2858;YMR150C;YM9375.20C,IMP1
YNL075W,P53941,IMP4;YNL075W;N2353,IMP4
YLL033W,Q07843,IRC19;RRG4;YLL033W,IRC19
YMR073C,Q04772,IRC21;YMR073C;YM9916.12C,IRC21
YDR332W,Q06683,IRC3;YDR332W,IRC3
YFR038W,P43610,IRC5;YFR038W,IRC5
YJL051W,P47046,IRC8;YJL051W;J1156,IRC8
YER048W-A,Q6Q560,ISD11;YER048W-A,ISD11
YIR005W,P40565,IST3;SNU17;YIR005W;YIB5W,IST3
YPL135W,Q03020,ISU1;NUA1;YPL135W,ISU1
YJR050W,P21374,ISY1;NTC30;UTR3;YJR050W;J1657,ISY1
YJR069C,P47119,HAM1;YJR069C;J1811,HAM1
YDR497C,P30605,ITR1;YDR497C;D9719.3,ITR1
YOL103W,P30606,ITR2;YOL103W;HRB612,ITR2
YDR492W,Q03419,IZH1;YDR492W,IZH1
YLR023C,Q07959,IZH3;YLR023C,IZH3
YPR061C,Q12350,JID1;YPR061C,JID1
YDR475C,Q03361,JIP4;YDR475C;YDR474C,JIP4
YNL227C,P53863,JJJ1;YNL227C;N1254,JJJ1
YMR294W,P36224,JNM1;INS1;YMR294W,JNM1
YDL166C,Q12055,FAP7;YDL166C,FAP7
YJL164C,P06244,TPK1;PKA1;SRA3;YJL164C;J0541,TPK1
YPL203W,P06245,TPK2;PKA2;YKR1;YPL203W,TPK2
YKL001C,Q02196,MET14;YKL001C,MET14
YER123W,P39962,YCK3;CKI3;YER123W,YCK3
YDR017C,Q12494,KCS1;YDR017C;PZF1050,KCS1
YJL216C,P40884,IMA5;YJL216C;HRF581;J0228,IMA5
YLR347C,Q06142,KAP95;YLR347C;L8300.15,KAP95
YBR017C,P38217,KAP104;YBR017C;YBR0224,KAP104
YER110C,P40069,KAP123;YRB4;YER110C,KAP123
YAR073W,P39567,IMD1;YAR073W;FUN63,IMD1
YHR148W,P32899,IMP3;YHR148W,IMP3
YPL099C,Q02888,INA17;AIM43;FMP14;YPL099C,INA17
YMR044W,Q04213,IOC4;YMR044W;YM9532.09,IOC4
YHR085W,P38803,IPI1;YHR085W,IPI1
YNL265C,P53843,IST1;YNL265C;N0809,IST1
YBR086C,P38250,IST2;YBR086C;YBR0809,IST2
YDR229W,Q04934,IVY1;YDR229W;YD9934.14,IVY1
YDL115C,Q07532,IWR1;YDL115C,IWR1
YJL073W,P40358,JEM1;KAR8;YJL073W;HRC558;J1083,JEM1
YKL217W,P36035,JEN1;YKL217W,JEN1
YER051W,P40034,JHD1;YER051W,JHD1
YPR169W,Q06214,JIP5;YPR169W,JIP5
YJL162C,P46997,JJJ2;YJL162C;J0549,JJJ2
YMR132C,P40206,JLP2;YMR132C;YM9375.01C,JLP2
YLR331C,O13555,JIP3;YLR331C,JIP3
YLL057C,Q12358,JLP1;YLL057C;L0572,JLP1
YJR091C,P47135,JSN1;PUF1;YJR091C;J1890,JSN1
YKL166C,P05986,TPK3;PKA3;YKL166C;YKL630,TPK3
YIL033C,P07278,BCY1;REG1;SRA1;YIL033C,BCY1
YCL055W,P25583,KAR4;YCL055W;YCL432;YCL55W,KAR4
YDL124W,Q07551,YDL124W;D2240,YDL124W
YGL203C,P09620,KEX1;YGL203C,KEX1
YJL094C,P40309,KHA1;YJL094C;J0909,KHA1
YLR096W,P13186,KIN2;YLR096W;L8004.3,KIN2
YBL063W,P28742,KIP1;CIN9;YBL063W;YBL0504;YBL0521,KIP1
YGL016W,P32767,KAP122;PDR6;YGL016W,KAP122
YNL188W,P11927,KAR1;YNL188W;N1611,KAR1
YPR141C,P17119,KAR3;YPR141C;P9659.16,KAR3
YOL016C,P22517,CMK2;YOL016C,CMK2
YCL024W,P25389,KCC4;YCL024W;YCL24W,KCC4
YFR042W,P43614,KEG1;YFR042W,KEG1
YDR454C,P15454,GUK1;YDR454C;D9461.39,GUK1
YMR208W,P07277,ERG12;RAR1;YMR208W;YM8261.02,ERG12
YDR122W,P13185,KIN1;YDR122W;YD9727.17,KIN1
YLL019C,P32350,KNS1;YLL019C,KNS1
YBL105C,P24583,PKC1;HPO2;STT1;YBL105C;YBL0807,PKC1
YER038C,P40026,KRE29;YER038C,KRE29
YOR336W,P22023,KRE5;YOR336W,KRE5
YJR016C,P39522,ILV3;YJR016C;J1450,ILV3
YJL106W,P32581,IME2;SME1;YJL106W;J0817,IME2
YCR071C,P25642,IMG2;YCR071C;YCR71C,IMG2
YGR031W,P53219,IMO32;YGR031W,IMO32
YMR035W,P46972,IMP2;YMR035W;YM9973.09,IMP2
YDR287W,Q05533,INM2;IMP2;YDR287W,INM2
YOL108C,P13902,INO4;YOL108C;HRF151,INO4
YOL065C,Q08227,INP54;YOL065C,INP54
YDR072C,P38954,IPT1;SYR4;YDR072C;D4405;YD8554.05C,IPT1
YBR011C,P00817,IPP1;PPA;PPA1;YBR011C;YBR0202,IPP1
YOL015W,Q08118,IRC10;YOL015W,IRC10
YOR235W,Q08630,IRC13;YOR235W,IRC13
YPR038W,Q6B0V8,IRC16;YPR038W,IRC16
YFR043C,P43615,IRC6;YFR043C,IRC6
YJL142C,P47010,IRC9;YJL142C;J0650,IRC9
YLL027W,Q07821,ISA1;YLL027W,ISA1
YPR067W,Q12425,ISA2;YPR067W;YP9499.22,ISA2
YOR226C,Q12056,ISU2;NUA2;YOR226C,ISU2
YML068W,Q04638,ITT1;YML068W,ITT1
YPR133C,Q06505,SPN1;IWS1;YPR133C,SPN1
YKL032C,P33417,IXR1;ORD1;YKL032C;YKL245,IXR1
YMR081C,P32488,ISF1;MBR3;YMR081C;YM9582.06C,ISF1
YBR245C,P38144,ISW1;YBR245C;YBR1633,ISW1
YOR304W,Q08773,ISW2;YOR304W,ISW2
YGL133W,P53125,ITC1;YGL133W;G2842,ITC1
YPL125W,Q02932,KAP120;YPL125W,KAP120
YDR226W,P07170,ADK1;AKY;AKY1;AKY2;YDR226W;YD9934.11,ADK1
YER170W,P26364,ADK2;AKY3;PAK3;YER170W,ADK2
YKR038C,P36132,KAE1;YKR038C,KAE1
YDR367W,Q06346,KEI1;YDR367W,KEI1
YGR238C,P50090,KEL2;YGR238C;G8585,KEL2
YNL238W,P13134,KEX2;QDS1;YNL238W;N1122,KEX2
YDR428C,Q04066,BNA7;YDR428C,BNA7
YOR126C,P41734,IAH1;EST2;YOR126C;O3287;YOR3287C,IAH1
YJL146W,P46958,IDS2;YJL146W;J0642,IDS2
YJR047C,P19211,ANB1;HYP1;TIF51B;YJR047C;J1651,ANB1
YHR132W-A,Q9P305,IGO2;YHR132W-A,IGO2
YJR118C,P47155,ILM1;YJR118C;J2033,ILM1
YBR140C,P18963,IRA1;GLC1;PPD1;YBR140C;YBR1016,IRA1
YOR013W,Q12479,IRC11;YOR013W;O2612;OR26.03;YOL303.3,IRC11
YOR135C,Q08522,IRC14;YOR135C;O3323,IRC14
YPL017C,Q02733,IRC15;YPL017C,IRC15
YJL037W,P47056,IRC18;OSW6;YJL037W;J1234,IRC18
YER180C,P32645,ISC10;YER180C;SYGP-ORF62,ISC10
YER019W,P40015,ISC1;YER019W,ISC1
YGL241W,P53067,KAP114;YGL241W;HRC1004,KAP114
YJR094C,P21190,IME1;YJR094C;J1916,IME1
YGL192W,P41833,IME4;SPO8;YGL192W;G1337,IME4
YCR046C,P25626,IMG1;PETCR46;YCR046C;YCR46C,IMG1
YLR309C,Q06704,IMH1;SYS3;YLR309C,IMH1
YJR138W,P47170,IML1;SEA1;YJR138W;J2129,IML1
YBR107C,P38265,IML3;MCM19;YBR107C;YBR0836,IML3
YIL154C,P32351,IMP2';IMP2;YIL154C,IMP2'
YLR095C,Q12072,IOC2;YLR095C,IOC2
YFR013W,P43596,IOC3;YFR013W,IOC3
YNL015W,P0CT04,PBI2;YNL015W;N2844,PBI2
YNL182C,P53877,IPI3;YNL182C;N1636,IPI3
YDR315C,Q06667,IPK1;GSL1;YDR315C,IPK1
YPL209C,P38991,IPL1;YPL209C,IPL1
YMR267W,P28239,PPA2;IPP2;YMR267W;YM8156.09,PPA2
YPL242C,Q12280,IQG1;CYK1;YPL242C,IQG1
YLR247C,Q06554,IRC20;YLR247C,IRC20
YEL001C,P40006,IRC22;YEL001C,IRC22
YDR112W,A0A023PXB5,IRC2;YDR112W,IRC2
YDR540C,Q03036,IRC4;YDR540C,IRC4
YHR079C,P32361,IRE1;ERN1;YHR079C,IRE1
YOR155C,Q99312,ISN1;YOR155C;O3548,ISN1
YPR106W,Q06098,ISR1;YPR106W,ISR1
YOL002C,Q12442,IZH2;PHO36;YOL002C;UND327,IZH2
YOL101C,Q99393,IZH4;YOL101C,IZH4
YGL018C,P53193,JAC1;SEO2;YGL018C,JAC1
YJR119C,P47156,JHD2;YJR119C;J2035,JHD2
YMR065W,Q04746,KAR5;FIG3;YMR065W;YM9916.04,KAR5
YPL269W,P32526,KAR9;YPL269W,KAR9
YHR135C,P23291,YCK1;CKI2;YHR135C,YCK1
YNL154C,P23292,YCK2;CKI1;YNL154C;N1755,YCK2
YFR014C,P27466,CMK1;YFR014C,CMK1
YKL024C,P15700,URA6;SOC8;YKL024C,URA6
YHR158C,P38853,KEL1;YHR158C,KEL1
YPL263C,Q08979,KEL3;YPL263C,KEL3
YPL145C,P35844,KES1;OSH4;YPL145C;LPI3C;P2614,KES1
YLR133W,P20485,CKI1;CKI;YLR133W;L3130;L9606.8,CKI1
YHR186C,P38873,KOG1;LAS24;YHR186C;H9998.14,KOG1
YJR057W,P00572,CDC8;YJR057W;J1715,CDC8
YMR106C,Q04437,YKU80;HDF2;YMR106C;YM9718.05C,YKU80
YCL005W,P25587,LDB16;YCL005W;YCL5W,LDB16
YPL054W,Q02799,LEE1;YPL054W,LEE1
YNL323W,P42838,LEM3;BRE3;ROS3;YNL323W;N0333,LEM3
YOR123C,P38439,LEO1;YOR123C;O3278;YOR3278C,LEO1
YNL104C,P06208,LEU4;YNL104C;N2173,LEU4
YMR298W,Q03579,LIP1;YMR298W,LIP1
YOR269W,P39946,PAC1;LIS1;YOR269W,PAC1
YDR503C,Q04396,LPP1;YDR503C;D9719.9,LPP1
YER127W,P40079,LCP5;YER127W;SYGP-ORF43,LCP5
YDL146W,Q12342,LDB17;YDL146W;D1575,LDB17
YOR196C,P32875,LIP5;YOR196C,LIP5
YNL045W,Q10740,LAP2;YNL045W;N2535,LAP2
YFR001W,P43586,LOC1;YFR001W,LOC1
YKL183W,P34234,LOT5;YKL183W,LOT5
YJL124C,P47017,LSM1;SPB8;YJL124C;J0714,LSM1
YCR091W,P25341,KIN82;FPK2;YCR091W;YCR1153;YCR91W,KIN82
YGL216W,P53086,KIP3;YGL216W,KIP3
YNL024C-A,Q8TGJ3,KSH1;YNL024C-A,KSH1
YKL168C,P36004,KKQ8;YKL168C;YKL632,KKQ8
YKR061W,P33550,KTR2;YKR061W,KTR2
YNL029C,P53966,KTR5;YNL029C;N2755,KTR5
YIL085C,P40504,KTR7;YIL085C,KTR7
YOR181W,Q12446,LAS17;YOR181W,LAS17
YOR171C,Q12246,LCB4;YOR171C;O3615,LCB4
YOR317W,P30624,FAA1;YOR317W;O6136,FAA1
YMR246W,P47912,FAA4;YMR246W;YM9408.08,FAA4
YOR322C,Q12502,LDB19;YOR322C;O6152,LDB19
YBL006C,P38210,LDB7;RSC14;YBL006C;YBL0322,LDB7
YBR204C,P38139,LDH1;YBR204C;YBR1444,LDH1
YOL047C,Q08218,LDS2;YOL047C,LDS2
YCL018W,P04173,LEU2;YCL018W;YCL18W,LEU2
YHR002W,P38702,LEU5;YHR002W,LEU5
YGL009C,P07264,LEU1;YGL009C,LEU1
YLL049W,Q07887,LDB18;YLL049W,LDB18
YOR084W,Q12405,LPX1;YOR084W;YOR3120W,LPX1
YGR136W,P53281,LSB1;YGR136W,LSB1
YFR024C-A,P43603,LSB3;YFR024C-A;YFR024C,LSB3
YDR378C,Q06406,LSM6;YDR378C;D9481.18,LSM6
YNL147W,P53905,LSM7;YNL147W;N1202;N1780,LSM7
YGR040W,P14681,KSS1;YGR040W,KSS1
YMR296C,P25045,LCB1;END8;TSC2;YMR296C,LCB1
YER015W,P39518,FAA2;FAM1;YER015W,FAA2
YOR108W,Q12166,LEU9;YOR108W;YOR3227w,LEU9
YPL055C,Q02796,LGE1;YPL055C,LGE1
YDR184C,Q04005,ATC1;LIC4;YDR184C;YD9395.18c,ATC1
YHR156C,P38852,LIN1;YHR156C,LIN1
YBL098W,P38169,BNA4;YBL098W;YBL0828,BNA4
YKL181W,P32895,PRS1;PPS1;PRP1;PRPS;PRPS1;YKL181W,PRS1
YHL011C,P38689,PRS3;PRPS3;YHL011C,PRS3
YOL061W,Q12265,PRS5;PRPS5;YOL061W;O1213,PRS5
YAL038W,P00549,CDC19;PYK1;YAL038W,CDC19
YOR347C,P52489,PYK2;YOR347C;O6342,PYK2
YKL110C,P34253,KTI12;YKL110C;YKL446;YKL500,KTI12
YOR099W,P27810,KTR1;YOR099W;YOR3189W,KTR1
YBR205W,P38130,KTR3;YBR205W;YBR1445,KTR3
YBR199W,P38131,KTR4;YBR199W;YBR1411,KTR4
YPL053C,P54070,KTR6;MNN6;YPL053C;LPE19C,KTR6
YMR284W,P32807,YKU70;HDF1;NES24;YMR284W;YM8021.10,YKU70
YLR231C,Q05979,BNA5;YLR231C;L8083.14,BNA5
YJL207C,P39526,LAA1;YJL207C;HRD550;J0312,LAA1
YHR080C,P38800,LAM4;LTC3;YHR080C,LAM4
YKR063C,P36146,LAS1;YKR063C,LAS1
YDR062W,P40970,LCB2;SCS1;TSC1;YDR062W;D4246;YD9609.16,LCB2
YLR260W,Q06147,LCB5;YLR260W,LCB5
YDR499W,Q04377,LCD1;DDC2;PIE1;YDR499W,LCD1
YIL009W,P39002,FAA3;YIL009W,FAA3
YDL049C,P50112,KNH1;YDL049C,KNH1
YBL068W,P38063,PRS4;PRPS4;YBL068W;YBL0619,PRS4
YNL322C,P17260,KRE1;YNL322C;N0336,KRE1
YPR159W,P32486,KRE6;CWH48;YPR159W,KRE6
YNL308C,P42846,KRI1;YNL308C;N0388,KRI1
YOL025W,Q92325,LAG2;YOL025W,LAG2
YPL056C,Q02786,LCL1;YPL056C,LCL1
YLR104W,Q08045,LCL2;YLR104W,LCL2
YGL085W,P53153,LCL3;YGL085W,LCL3
YDL051W,P33399,LHP1;LAH1;YLA1;YDL051W,LHP1
YGL079W,P53158,KXD1;YGL079W,KXD1
YKL008C,P28496,LAC1;DGT1;YKL008C;YKL156,LAC1
YHL003C,P38703,LAG1;YHL003C,LAG1
YHR155W,P38851,LAM1;YSP1;YHR155W,LAM1
YFL042C,P43560,LAM5;LTC2;YFL042C,LAM5
YLR072W,Q08001,LAM6;LTC1;YLR072W,LAM6
YDR435C,Q04081,PPM1;YDR435C,PPM1
YAL018C,P31379,LDS1;YAL018C;YAL003,LDS1
YML004C,P50107,GLO1;YML004C;YM9571.15C,GLO1
YLR239C,Q06005,LIP2;YLR239C;L8083.16,LIP2
YKL161C,P36005,KDX1;MLP1;YKL161C;YKL615,KDX1
YHR025W,P17423,THR1;YHR025W,THR1
YHR102W,P38692,KIC1;NRK1;YHR102W,KIC1
YDL108W,P06242,KIN28;YDL108W;D2330,KIN28
YAR018C,P22209,KIN3;NPK1;YAR018C;FUN52,KIN3
YOR233W,Q01919,KIN4;KIN3;KIN31;YOR233W;O5220,KIN4
YPL155C,P28743,KIP2;YPL155C;P2581,KIP2
YER099C,P38620,PRS2;PRPS2;PRS;YER099C,PRS2
YDR532C,Q04431,KRE28;YDR532C,KRE28
YDR483W,P27809,KRE2;MNT1;YDR483W;D8035.26,KRE2
YJL174W,P39005,KRE9;YJL174W;J0504,KRE9
YCL059C,P25586,KRR1;YCL059C;YCL59C,KRR1
YHR082C,P38691,KSP1;YHR082C,KSP1
YLR451W,P08638,LEU3;YLR451W;L9324.1,LEU3
YKL073W,P36016,LHS1;YKL073W;YKL355,LHS1
YGL090W,P53150,LIF1;YGL090W,LIF1
YHR192W,P38878,LNP1;YHR192W,LNP1
YPR139C,Q06508,LOA1;VPS66;YPR139C,LOA1
YJL038C,P47055,LOH1;OSW4;YJL038C;J1232,LOH1
YBL022C,P36775,PIM1;LON;YBL022C;YBL0440,PIM1
YLR011W,Q07923,LOT6;YLR011W,LOT6
YAL024C,P07866,LTE1;EIS4;MSI2;YAL024C,LTE1
YKL143W,P34078,LTV1;YKL143W;YKL2,LTV1
YDL087C,Q07508,LUC7;EPE1;EXM2;YDL087C,LUC7
YNL268W,P32487,LYP1;YNL268W;N0790,LYP1
YBR115C,P07702,LYS2;YBR115C;YBR0910,LYS2
Q0110,P03873,BI2;Q0110,BI2
YKL093W,P23493,MBR1;YKL093W;YKL440,MBR1
YDL054C,Q07376,MCH1;YDL054C,MCH1
YKL221W,P36032,MCH2;YKL221W,MCH2
YOL119C,Q08268,MCH4;YOL119C,MCH4
YOR306C,Q08777,MCH5;YOR306C,MCH5
YPR046W,Q12262,MCM16;YPR046W,MCM16
YMR043W,P11746,MCM1;FUN80;YMR043W;YM9532.08,MCM1
YOL126C,P22133,MDH2;YOL126C,MDH2
YNL328C,P42834,MDJ2;YNL328C;N0315,MDJ2
YLR188W,P33310,MDL1;YLR188W;L9470.3,MDL1
YPL270W,P33311,MDL2;SSH1;YPL270W,MDL2
YAL010C,P18409,MDM10;YAL010C;FUN37,MDM10
YLR288C,Q02574,MEC3;PIP3;PSO9;YLR288C;L8003.15,MEC3
YGL025C,P40356,PGD1;HRS1;MED3;YGL025C,PGD1
YOR174W,Q12343,MED4;YOR174W;O3630,MED4
YBR193C,P38304,MED8;YBR193C;YBR1403,MED8
YOR351C,P24719,MEK1;MRE4;YOR351C;O6357,MEK1
YPR138C,P53390,MEP3;AMT3;YPR138C;P9659.14,MEP3
YIL128W,P40469,MET18;MMS19;YIL128W,MET18
YOL064C,P32179,MET22;HAL2;YOL064C,MET22
YPL038W,Q03081,MET31;YPL038W;P7102.12,MET31
YBR213W,P15807,MET8;YBR213W;YBR1461,MET8
YML082W,Q04533,YML082W,YML082W
YDR461W,P34165,MFA1;YDR461W;D8035.5,MFA1
YGL089C,P32435,MF(ALPHA)2;MF-ALPHA-2;MFAL2;YGL089C,MF(ALPHA)2
YJR144W,P32787,MGM101;MGM9;YJR144W;J2181,MGM101
YKL133C,P36066,YKL133C,YKL133C
YPL004C,Q12230,LSP1;YPL004C,LSP1
YKL176C,P34239,LST4;YKL176C;YKL642,LST4
YMR247C,Q04781,RKR1;LTN1;YMR247C;YM9408.09C;YM9920.01C,RKR1
YIL094C,P40495,LYS12;LYS10;LYS11;YIL094C;YI9910.02C,LYS12
YMR021C,P35192,MAC1;CUA1;YMR021C;YM9711.11C,MAC1
YKL021C,P20484,MAK11;YKL021C,MAK11
YBR298C,P38156,MAL31;MAL3T;YBR298C;YBR2116,MAL31
YBR297W,P38157,MAL33;MAL3R;YBR297W;YBR2115,MAL33
YJL221C,P0CW41,IMA4;FSP2;YJL221C;HRE589;J0218,IMA4
YLR244C,Q01662,MAP1;YLR244C;L9672.12,MAP1
YDL056W,P39678,MBP1;YDL056W,MBP1
YBR177C,P38295,EHT1;YBR177C;YBR1239,EHT1
YNL307C,P21965,MCK1;YPK1;YNL307C;N0392,MCK1
YDR318W,Q06675,MCM21;CTF5;YDR318W,MCM21
YBL023C,P29469,MCM2;YBL023C;YBL0438,MCM2
YGL201C,P53091,MCM6;YGL201C,MCM6
YDR034C,P40971,LYS14;YDR034C;YD9673.04C,LYS14
YDR005C,P41910,MAF1;YDR005C;YD8119.11C,MAF1
YGR292W,P53341,MAL12;MAL1S;YGR292W,MAL12
YOL060C,Q12296,MAM3;YOL060C,MAM3
YBL091C,P38174,MAP2;YBL091C;YBL0701,MAP2
YKL085W,P17505,MDH1;YKL085W,MDH1
YDL078C,P32419,MDH3;YDL078C;D2468,MDH3
YLR368W,Q05930,MDM30;YLR368W,MDM30
YOR147W,Q12171,MDM32;YOR147W;O3521,MDM32
YMR112C,Q99278,MED11;YMR112C;YM9718.11C,MED11
YNL236W,P32259,SIN4;BEL2;GAL22;MED16;RYE1;SDI3;SSF5;SSN4;TSF3;YNL236W;N1135,SIN4
YPR070W,Q12321,MED1;YPR070W;YP9499.25;YPR063W,MED1
YDL005C,Q12124,MED2;YDL005C;D2930,MED2
YPL121C,P32489,MEI5;YPL121C;LPH6C,MEI5
YNR050C,P38999,LYS9;LYS13;YNR050C;N3461,LYS9
YGL086W,P40957,MAD1;YGL086W,MAD1
YJL030W,P40958,MAD2;YJL030W;J1256,MAD2
YLR427W,Q06436,MAG2;YLR427W,MAG2
YGR289C,P53048,MAL11;AGT1;MAL1T;MTP1;YGR289C,MAL11
YNL064C,P25491,YDJ1;MAS5;YNL064C;N2418;YNL2418C,YDJ1
YIR031C,P21826,DAL7;MLS2;MSL2;YIR031C,DAL7
YJL199C,P39534,MBB1;YJL199C;J0334,MBB1
Q0115,Q9ZZW7,BI3;Q0115,BI3
Q0120,P03879,BI4;SCBI4;Q0120,BI4
YOR197W,Q08601,MCA1;YCA1;YOR197W,MCA1
YEL032W,P24279,MCM3;YEL032W;SYGP-ORF23,MCM3
YPR019W,P30665,MCM4;CDC54;HCD21;YPR019W;YP9531.13,MCM4
YBR202W,P38132,MCM7;CDC47;YBR202W;YBR1441,MCM7
YKL150W,P36060,MCR1;YKL150W;YKL605,MCR1
YGL219C,P53083,MDM34;MMM2;YGL219C,MDM34
YKL053C-A,O60200,MDM35;YKL053C-A,MDM35
YOL027C,Q08179,MDM38;YOL027C,MDM38
YJL112W,P47025,MDV1;FIS2;GAG3;NET2;YJL112W;J0802,MDV1
YPR168W,Q06213,NUT2;MED10;YPR168W;P9325.2,NUT2
YLR071C,P19263,RGR1;MED14;YLR071C,RGR1
YOL051W,P19659,GAL11;ABE1;MED15;RAR3;SDS4;SPT13;YOL051W,GAL11
YDR308C,P47822,SRB7;MED21;YDR308C;D9740.17,SRB7
YIL070C,P40513,MAM33;YIL070C,MAM33
YGL156W,P22855,AMS1;YGL156W;G1861,AMS1
YKL029C,P36013,MAE1;YKL029C,MAE1
YNL117W,P30952,MLS1;YNL117W;N1921,MLS1
YOR298C-A,O14467,MBF1;SUF13;YOR298C-A,MBF1
YKL165C,P36051,MCD4;FSR2;SSU21;ZRG16;YKL165C;YKL619,MCD4
YJR135C,P47167,MCM22;YJR135C;J2122,MCM22
YLR253W,Q06567,MCP2;MRX13;YLR253W;L9672.2,MCP2
YNL173C,P53885,MDG1;YNL173C;N1673,MDG1
YOL009C,Q92328,MDM12;YOL009C,MDM12
YHR194W,P38880,MDM31;YHR194W,MDM31
YGL197W,P53094,MDS3;YGL197W;G1307,MDS3
YOL111C,Q12285,MDY2;GET5;TMA24;YOL111C,MDY2
YER022W,P32569,SRB4;MED17;YER022W,SRB4
YGR104C,P32585,SRB5;MED18;YGR104C,SRB5
YHR058C,P38782,MED6;MTR32;YHR058C,MED6
YOL135C,Q08278,MED7;YOL135C,MED7
YNR010W,P33308,CSE2;MED9;YNR010W;N2046,CSE2
