,seed_id
s_3503,"1-phosphatidyl-1D-myo-inositol 4,5-bisphosphate (1-18:1, 2-16:1)"
s_3504,CHEBI:89229
s_3505,"1-phosphatidyl-1D-myo-inositol 4,5-bisphosphate (1-16:0, 2-18:1)"
s_3506,CHEBI:88454
s_3507,"1-phosphatidyl-1D-myo-inositol 4,5-bisphosphate (1-16:1, 2-18:1)"
s_3508,CHEBI:88500
s_3509,CHEBI:77279
s_3510,CHEBI:75468
s_3511,"1-phosphatidyl-1D-myo-inositol 4,5-bisphosphate (1-18:1, 2-18:1)"
s_3512,CHEBI:52333
s_3513,CHEBI:84394
s_3514,CHEBI:84417
s_3515,CHEBI:88527
s_3516,CHEBI:89229
s_3517,CHEBI:88454
s_3518,CHEBI:88500
s_3519,CHEBI:75468
s_3520,CHEBI:52333
s_3521,CHEBI:84394
s_3522,CHEBI:84417
s_3523,CHEBI:88527
s_3524,CHEBI:89229
s_3525,CHEBI:88454
s_3526,CHEBI:88500
s_3527,CHEBI:73998
s_3528,CHEBI:75071
s_3529,CHEBI:75073
s_3530,CHEBI:75074
s_3531,C13889
s_3532,"phosphatidate (1-16:1, 2-18:1)"
s_3533,CHEBI:74847
s_3534,CHEBI:83775
s_3535,"1-phosphatidyl-1D-myo-inositol 3-phosphate (1-16:0, 2-16:1)"
s_3536,C00009
s_3537,"1-phosphatidyl-1D-myo-inositol 3-phosphate (1-16:1, 2-16:1)"
s_3538,"1-phosphatidyl-1D-myo-inositol 3-phosphate (1-18:0, 2-16:1)"
s_3539,"1-phosphatidyl-1D-myo-inositol 3-phosphate (1-18:1, 2-16:1)"
s_3540,"1-phosphatidyl-1D-myo-inositol 3-phosphate (1-16:0, 2-18:1)"
s_3541,"1-phosphatidyl-1D-myo-inositol 3-phosphate (1-16:1, 2-18:1)"
s_3542,CHEBI:77347
s_3543,CHEBI:77344
s_3544,"1-phosphatidyl-1D-myo-inositol 3-phosphate (1-16:0, 2-16:1)"
s_3545,CHEBI:88396
s_3546,"1-phosphatidyl-1D-myo-inositol 3-phosphate (1-16:1, 2-16:1)"
s_3547,"1-phosphatidyl-1D-myo-inositol (1-16:1, 2-16:1)"
s_3548,"1-phosphatidyl-1D-myo-inositol 3-phosphate (1-18:0, 2-16:1)"
s_3549,CHEBI:88557
s_3550,"1-phosphatidyl-1D-myo-inositol 3-phosphate (1-18:1, 2-16:1)"
s_3551,CHEBI:88626
s_3552,"1-phosphatidyl-1D-myo-inositol 3-phosphate (1-16:0, 2-18:1)"
s_3553,C13888
s_3554,"1-phosphatidyl-1D-myo-inositol 3-phosphate (1-16:1, 2-18:1)"
s_3555,CHEBI:88562
s_3556,CHEBI:77347
s_3557,CHEBI:77346
s_3558,CHEBI:77344
s_3559,CHEBI:88612
s_3560,"1-phosphatidyl-1D-myo-inositol 3-phosphate (1-16:0, 2-16:1)"
s_3561,"1-phosphatidyl-1D-myo-inositol 3-phosphate (1-16:1, 2-16:1)"
s_3562,"1-phosphatidyl-1D-myo-inositol 3-phosphate (1-18:0, 2-16:1)"
s_3563,"1-phosphatidyl-1D-myo-inositol 3-phosphate (1-18:1, 2-16:1)"
s_3564,"1-phosphatidyl-1D-myo-inositol 3-phosphate (1-16:0, 2-18:1)"
s_3565,"1-phosphatidyl-1D-myo-inositol 3-phosphate (1-16:1, 2-18:1)"
s_3566,CHEBI:77347
s_3567,CHEBI:77344
s_3568,"1-phosphatidyl-1D-myo-inositol 3-phosphate (1-16:0, 2-16:1)"
s_3569,"1-phosphatidyl-1D-myo-inositol 3-phosphate (1-16:1, 2-16:1)"
s_3570,"1-phosphatidyl-1D-myo-inositol 3-phosphate (1-18:0, 2-16:1)"
s_3571,"1-phosphatidyl-1D-myo-inositol 3-phosphate (1-18:1, 2-16:1)"
s_3572,"1-phosphatidyl-1D-myo-inositol 3-phosphate (1-16:0, 2-18:1)"
s_3573,"1-phosphatidyl-1D-myo-inositol 3-phosphate (1-16:1, 2-18:1)"
s_3574,CHEBI:77347
s_3575,CHEBI:77344
s_3576,"1-phosphatidyl-1D-myo-inositol 4-phosphate (1-16:0, 2-16:1)"
s_3577,"1-phosphatidyl-1D-myo-inositol 4-phosphate (1-16:1, 2-16:1)"
s_3578,"1-phosphatidyl-1D-myo-inositol 4-phosphate (1-18:0, 2-16:1)"
s_3579,"1-phosphatidyl-1D-myo-inositol 4-phosphate (1-18:1, 2-16:1)"
s_3580,"1-phosphatidyl-1D-myo-inositol 4-phosphate (1-16:0, 2-18:1)"
s_3581,"1-phosphatidyl-1D-myo-inositol 4-phosphate (1-16:1, 2-18:1)"
s_3582,CHEBI:77277
s_3583,"1-phosphatidyl-1D-myo-inositol 4-phosphate (1-18:1, 2-18:1)"
s_3584,"1-phosphatidyl-1D-myo-inositol 4-phosphate (1-16:0, 2-16:1)"
s_3585,"1-phosphatidyl-1D-myo-inositol 4-phosphate (1-16:1, 2-16:1)"
s_3586,"1-phosphatidyl-1D-myo-inositol 4-phosphate (1-18:0, 2-16:1)"
s_3587,"1-phosphatidyl-1D-myo-inositol 4-phosphate (1-18:1, 2-16:1)"
s_3588,"1-phosphatidyl-1D-myo-inositol 4-phosphate (1-16:0, 2-18:1)"
s_3589,"1-phosphatidyl-1D-myo-inositol 4-phosphate (1-16:1, 2-18:1)"
s_3590,CHEBI:77277
s_3591,"1-phosphatidyl-1D-myo-inositol 4-phosphate (1-18:1, 2-18:1)"
s_3592,"1-phosphatidyl-1D-myo-inositol 3,5-bisphosphate (1-16:0, 2-16:1)"
s_3593,"1-phosphatidyl-1D-myo-inositol 3,5-bisphosphate (1-16:1, 2-16:1)"
s_3594,"1-phosphatidyl-1D-myo-inositol 3,5-bisphosphate (1-18:0, 2-16:1)"
s_3595,"1-phosphatidyl-1D-myo-inositol 3,5-bisphosphate (1-18:1, 2-16:1)"
s_3596,"1-phosphatidyl-1D-myo-inositol 3,5-bisphosphate (1-16:0, 2-18:1)"
s_3597,"1-phosphatidyl-1D-myo-inositol 3,5-bisphosphate (1-16:1, 2-18:1)"
s_3598,"1-phosphatidyl-1D-myo-inositol 3,5-bisphosphate (1-18:0, 2-18:1)"
s_3599,"1-phosphatidyl-1D-myo-inositol 3,5-bisphosphate (1-18:1, 2-18:1)"
s_3600,"1-phosphatidyl-1D-myo-inositol 3,5-bisphosphate (1-16:0, 2-16:1)"
s_3601,"1-phosphatidyl-1D-myo-inositol 3,5-bisphosphate (1-16:1, 2-16:1)"
s_3602,"1-phosphatidyl-1D-myo-inositol 3,5-bisphosphate (1-18:0, 2-16:1)"
s_3603,"1-phosphatidyl-1D-myo-inositol 3,5-bisphosphate (1-18:1, 2-16:1)"
s_3604,"1-phosphatidyl-1D-myo-inositol 3,5-bisphosphate (1-16:0, 2-18:1)"
s_3605,"1-phosphatidyl-1D-myo-inositol 3,5-bisphosphate (1-16:1, 2-18:1)"
s_3606,"1-phosphatidyl-1D-myo-inositol 3,5-bisphosphate (1-18:0, 2-18:1)"
s_3607,"1-phosphatidyl-1D-myo-inositol 3,5-bisphosphate (1-18:1, 2-18:1)"
s_3608,"1-phosphatidyl-1D-myo-inositol 4,5-bisphosphate (1-16:0, 2-16:1)"
s_3609,"1-phosphatidyl-1D-myo-inositol 4,5-bisphosphate (1-16:1, 2-16:1)"
s_3610,"1-phosphatidyl-1D-myo-inositol 4,5-bisphosphate (1-18:0, 2-16:1)"
s_3611,"1-phosphatidyl-1D-myo-inositol 4,5-bisphosphate (1-18:1, 2-16:1)"
s_3612,"1-phosphatidyl-1D-myo-inositol 4,5-bisphosphate (1-16:0, 2-18:1)"
s_3613,"1-phosphatidyl-1D-myo-inositol 4,5-bisphosphate (1-16:1, 2-18:1)"
s_3614,CHEBI:77279
s_3615,"1-phosphatidyl-1D-myo-inositol 4,5-bisphosphate (1-18:1, 2-18:1)"
s_3616,"1,2-diacylglycerol 3-diphosphate (1-16:0, 2-16:1)"
s_3617,"1,2-diacylglycerol 3-diphosphate (1-16:1, 2-16:1)"
s_3618,"1,2-diacylglycerol 3-diphosphate (1-18:0, 2-16:1)"
s_3619,"1,2-diacylglycerol 3-diphosphate (1-18:1, 2-16:1)"
s_3620,C13890
s_3621,"1,2-diacylglycerol 3-diphosphate (1-16:1, 2-18:1)"
s_3622,"1,2-diacylglycerol 3-diphosphate (1-18:0, 2-18:1)"
s_3623,"1,2-diacylglycerol 3-diphosphate (1-18:1, 2-18:1)"
s_3624,"1,2-diacylglycerol 3-diphosphate (1-16:0, 2-16:1)"
s_3625,"1,2-diacylglycerol 3-diphosphate (1-16:1, 2-16:1)"
s_3626,"1,2-diacylglycerol 3-diphosphate (1-18:0, 2-16:1)"
s_3627,"1,2-diacylglycerol 3-diphosphate (1-18:1, 2-16:1)"
s_3628,C13890
s_3629,"1,2-diacylglycerol 3-diphosphate (1-16:1, 2-18:1)"
s_3630,"1,2-diacylglycerol 3-diphosphate (1-18:0, 2-18:1)"
s_3631,"1,2-diacylglycerol 3-diphosphate (1-18:1, 2-18:1)"
s_3632,C04036
s_3633,CHEBI:134127
s_3634,CHEBI:75070
s_3635,CHEBI:134128
s_3636,CHEBI:74850
s_3637,CHEBI:134129
s_3638,CHEBI:62837
s_3639,CHEBI:134130
s_3640,C04036
s_3641,CHEBI:134127
s_3642,CHEBI:75070
s_3643,CHEBI:134128
s_3644,CHEBI:74850
s_3645,CHEBI:134129
s_3646,CHEBI:62837
s_3647,CHEBI:134130
s_3648,C04036
s_3649,CHEBI:134127
s_3650,CHEBI:75070
s_3651,CHEBI:134128
s_3652,CHEBI:74850
s_3653,CHEBI:134129
s_3654,CHEBI:62837
s_3655,CHEBI:134130
s_3656,CHEBI:52378
s_3657,cpd00001
s_3658,CHEBI:52377
s_3659,CHEBI:52376
s_3660,C15777
s_3661,CHEBI:52375
s_3662,CHEBI:52380
s_3663,CHEBI:52379
s_3664,CHEBI:52383
s_3665,C01724
s_3666,CHEBI:52382
s_3667,CHEBI:52385
s_3668,CHEBI:52384
s_3669,CHEBI:52385
s_3670,CHEBI:52384
s_3671,CHEBI:134127
s_3672,CHEBI:134128
s_3673,CHEBI:134129
s_3674,CHEBI:134130
s_3675,CHEBI:88454
s_3676,CHEBI:134127
s_3677,C00712
s_3678,CHEBI:88500
s_3679,CHEBI:134128
s_3680,CHEBI:75468
s_3681,CHEBI:134129
s_3682,CHEBI:52333
s_3683,CHEBI:134130
s_3684,C00116
s_3685,CHEBI:90452
s_3686,CHEBI:136148
s_3687,1-acylglycerophosphoethanolamine (16:1)
s_3688,CHEBI:90464
s_3689,CHEBI:64576
s_3690,CHEBI:136162
s_3691,CHEBI:64575
s_3692,CHEBI:136170
s_3693,CHEBI:134592
s_3694,1-acylglycerophosphocholine (16:0)
s_3695,CHEBI:134637
s_3696,1-acylglycerophosphocholine (16:1)
s_3697,CHEBI:86097
s_3698,1-acylglycerophosphocholine (18:0)
s_3699,CHEBI:86100
s_3700,1-acylglycerophosphocholine (18:1)
s_3701,CHEBI:134594
s_3702,CHEBI:84811
s_3703,CHEBI:75034
s_3704,CHEBI:74669
s_3705,CHEBI:136147
s_3706,CHEBI:138792
s_3707,CHEBI:136155
s_3708,CHEBI:82837
s_3709,CHEBI:52320
s_3710,C02737
s_3711,C00157
s_3712,C00350
s_3713,C00422
s_3714,C15670
s_3715,C00492
s_3716,C05402
s_3718,MNXM1434
s_3721,ceramide backbone
s_3722,ceramide backbone
s_3723,CHEBI:62682
s_3724,CHEBI:60245
s_3725,CHEBI:25168
s_3726,long-chain base backbone
s_3727,long-chain base backbone
s_3728,long-chain base phosphate backbone
s_3729,long-chain base phosphate backbone
s_3730,phosphatidate backbone
s_3731,phosphatidate backbone
s_3732,C00165
s_3733,C00165
s_3734,sn-2-acyl-1-lysophosphatidylinositol backbone
s_3735,sn-2-acyl-1-lysophosphatidylinositol backbone
s_3736,phosphatidylglycerol backbone
s_3737,phosphatidylglycerol backbone
s_3738,cardiolipin backbone
s_3739,cardiolipin backbone
s_3740,C16:0 chain
s_3741,C16:1 chain
s_3742,C18:0 chain
s_3743,C18:1 chain
s_3744,C24:0 chain
s_3745,C26:0 chain
s_3746,lipid backbone
s_3747,lipid chain
s_3748,C00524
s_3749,C02248
s_3750,C00741
s_3751,C00810
s_3752,C00741
s_3753,C00004
s_3754,C06112
s_3755,C00064
s_3756,C02282
s_3757,CHEBI:73610
s_3758,C00073
s_3759,C00041
s_3760,CHEBI:58753
s_3761,C00301
s_3762,C00472
s_3763,CHEBI:17977
s_3764,C00043
s_3765,C04500
s_3766,C00015
s_3767,"N,N'-Chitobiosyldiphosphodolichol"
s_3768,CHEBI:78346
s_3769,C00209
s_3770,C00313
s_3771,G00171
s_3772,C00031
s_3773,G00010
s_3774,G00011
s_3775,C01330
s_3776,C00238
s_3777,C00698
s_3778,C00698
s_3779,C00095
s_3780,C00124
s_3781,C00105
s_3782,CHEBI:48775
s_3783,CHEBI:48775
s_3784,(sulfur carrier)-H
s_3785,C00097
s_3786,(sulfur carrier)-SH
s_3787,C00187
s_3788,C00187
s_3789,3-chlorobenzyl alcohol
s_3790,3-chlorobenzaldehyde
s_3791,C03351
s_3792,C03067
s_3793,C07216
s_3794,C07209
s_3795,CHEBI:27628
s_3796,C06577
s_3797,C06757
s_3798,C06758
s_3799,C00556
s_3800,C00261
s_3801,C19610
s_3802,C19610
s_3805,C00392
s_3806,C06033
s_3807,C15999
s_3808,C01649
s_3809,C02702
s_3810,C01879
s_3811,C15522
s_3812,C00268
s_3813,C00704
s_3814,C06369
s_3815,C00586
s_3816,CHEBI:29969
s_3817,CHEBI:29969
s_3818,C00019
s_3819,CHEBI:29969
s_3820,C00021
s_3821,CHEBI:61929
s_3822,C00038
s_3823,C00038
s_3826,C00996
s_3827,C00999
s_3828,C20227
s_3829,C20226
s_3830,C01322
s_3831,C00051
s_3832,C00462
s_3833,C02320
s_3834,C01322
s_3835,C00462
s_3836,C02320
s_3837,C02989
s_3838,CHEBI:73757
s_3839,C00037
s_3840,CHEBI:73770
s_3841,C11511
s_3842,C01322
s_3843,C00051
s_3844,C00462
s_3845,C02320
s_3846,C05422
s_3847,C00072
s_3848,C05422
s_3849,C00127
s_3850,C00072
s_3851,C01566
s_3852,C00117
s_3853,C05729
s_3854,C05726
s_3855,C14819
s_3856,Glycyl-tRNA(Ala)
s_3857,D-tyrosyl-tRNA(Tyr)
s_3858,C06420
s_3859,C03360
s_3860,C00870
s_3861,C01507
s_3862,C00984
s_3863,C04047
s_3864,C01188
s_3865,C00370
s_3866,C00370
s_3867,C02505
s_3868,C02693
s_3871,C00511
s_3872,C01659
s_3873,C09815
s_3874,C00180
s_3875,C00257
s_3876,C04506
s_3877,C04748
s_3878,C01194
s_3879,CHEBI:57265
s_3880,C00076
s_3881,C00002
s_3882,C00076
s_3883,C00008
s_3884,C00017
s_3885,C16739
s_3887,G00008
s_3888,CHEBI:57497
s_3889,CHEBI:132537
s_3890,C00096
s_3891,G10694
s_3892,C00035
s_3893,G01813
s_3894,G00003
s_3895,G00004
s_3896,G00005
s_3897,C16699
s_3898,C00275
s_3899,C00258
s_3900,C02603
s_3901,C00936
s_3902,non glycosylated sugar acceptor
s_3903,C20641
s_3904,C00740
s_3905,C00979
s_3906,C00283
s_3907,C00416
s_3908,C00269
s_3909,C17023
s_3910,C20784
s_3911,C01246
s_3912,G10599
s_3913,C00533
s_3914,C00244
s_3915,C16241
s_3916,C16238
s_3917,C16240
s_3918,C16237
s_3923,CHEBI:138256
s_3924,CHEBI:138256
s_3925,C01419
s_3926,C00698
s_3927,C03802
s_3928,CHEBI:58043
s_3929,C00677
s_3930,C00676
s_3931,C00704
s_3932,G00012
s_3933,C00159
s_3934,C18091
s_3935,C00088
s_3936,C14819
s_3937,C00040
s_3938,C00681
s_3939,C00416
s_3940,C01573
s_3941,C02872
s_3942,C19967
s_3943,C19968
s_3944,C16240
s_3945,C16236
s_3946,C16239
s_3947,C16237
s_3948,C05345
s_3949,C00221
s_3950,C01172
s_3951,C00267
s_3952,C00668
s_3953,C00329
s_3954,C02336
s_3958,C00258
s_3959,C05985
s_3960,C00804
s_3961,C02670
s_3962,C00818
s_3963,C01149
s_3964,C01181
s_3965,C06002
s_3966,C02170
s_3967,C05130
s_3968,C02835
s_3969,C05445
s_3970,C04554
s_3971,C05634
s_3972,C05635
s_3973,C05936
s_3974,C02946
s_3975,C06613
s_3976,C06614
s_3977,C16348
s_3978,C06615
s_3979,C06754
s_3980,C06755
s_3981,C02576
s_3982,C11924
s_3983,C03461
s_3984,C16502
s_3985,C00865
s_3986,C00865
s_3987,C00008
s_3988,CHEBI:75757
s_3989,CHEBI:132511
s_3990,CHEBI:132515
s_3991,C00386
s_3992,C01262
s_3993,G10595
s_3994,G10596
s_3995,G10597
s_3996,G00007
s_3997,C00160
s_3998,C00089
s_3999,C00252
s_4000,C00721
s_4001,G10598
s_4002,G00149
s_4003,G00140
s_4004,C17023
s_4005,C05198
s_4006,S-sulfanyl-[L-cysteine desulfurase]
s_4007,CHEBI:29969
s_4008,S-sulfanyl-[L-cysteine desulfurase]
s_4009,C01326
s_4010,C00320
s_4011,C11481
s_4012,C01755
s_4013,C00305
s_4014,C00305
s_4015,C00029
s_4016,C00059
s_4017,C00140
s_4018,C00404
s_4019,C00070
s_4020,C00070
s_4021,C00940
s_4022,C05113
s_4023,C05113
s_4024,Starch
s_4025,C00043
s_4026,C00038
s_4027,C00038
s_4028,C01322
s_4029,C00462
s_4030,C02320
s_4031,C14819
s_4032,CHEBI:29969
s_4033,CHEBI:29969
s_4034,CHEBI:73788
s_4035,CHEBI:73788
s_4036,CHEBI:73788
s_4037,C20958
s_4038,C20958
s_4039,C20958
s_4040,CHEBI:73762
s_4041,CHEBI:73762
s_4042,CHEBI:73762
s_4043,C00188
s_4044,CHEBI:77843
s_4045,CHEBI:77843
s_4046,CHEBI:15245
s_4047,CHEBI:15245
s_4048,C03189
s_4049,C03189
s_4050,CHEBI:73771
s_4051,CHEBI:73771
s_4052,CHEBI:73771
s_4053,CHEBI:73888
s_4054,CHEBI:73888
s_4055,CHEBI:73888
s_4056,CHEBI:73898
s_4057,CHEBI:73898
s_4058,CHEBI:73898
s_4059,CHEBI:73784
s_4060,CHEBI:73784
s_4061,CHEBI:73784
s_4062,C02979
s_4063,C02979
s_4064,C12147
s_4065,C12147
s_4066,CHEBI:74604
s_4067,CHEBI:74604
s_4068,C06193
s_4069,C06193
s_4070,C00988
s_4071,C00988
s_4072,CHEBI:74631
s_4073,C01678
s_4074,C01678
s_4075,CHEBI:74631
s_4076,C00519
s_4077,C02532
s_4078,C02532
s_4079,CHEBI:35621
s_4080,CHEBI:35621
s_4081,C03031
s_4082,C03031
s_4083,C01368
s_4084,C01368
s_4085,CHEBI:74393
s_4086,CHEBI:74393
s_4087,CHEBI:74393
s_4088,CHEBI:58092
s_4089,C00791
s_4090,CHEBI:58092
s_4091,C00791
s_4092,C05945
s_4093,C05945
s_4094,C06194
s_4095,C06194
s_4096,C06501
s_4097,C06501
s_4098,C00536
s_4099,C00536
s_4100,C03104
s_4101,C03104
s_4102,C02355
s_4103,C02355
s_4104,C00606
s_4105,C00606
s_4106,C01367
s_4107,C01367
s_4108,C01742
s_4109,C01742
s_4110,C06809
s_4111,C06809
s_4112,C02084
s_4113,C00320
s_4114,C02084
s_4115,C05123
s_4116,C05123
s_4117,C01062
s_4118,C01062
s_4119,CHEBI:74363
s_4120,CHEBI:74363
s_4121,CHEBI:74363
s_4122,CHEBI:320061
s_4123,C00132
s_4124,C00132
s_4125,CHEBI:320061
s_4126,C02354
s_4127,C02354
s_4128,C00795
s_4129,C01097
s_4130,C00795
s_4131,C19636
s_4132,C00164
s_4133,C00164
s_4134,C02712
s_4135,C02712
s_4136,C01990
s_4137,C01990
s_4138,C00506
s_4139,C00506
s_4140,C01835
s_4141,C00631
s_4142,C00197
s_4143,CHEBI:73610
s_4144,CHEBI:73610
s_4145,C00103
s_4146,C00169
s_4147,C01005
s_4148,C00144
s_4149,C01204
s_4150,C00092
s_4151,C00105
s_4152,C00074
s_4153,C00275
s_4154,C00346
s_4155,C00345
s_4156,C00636
s_4157,C00013
s_4158,C00588
s_4159,C00320
s_4160,C00020
s_4161,C02353
s_4162,C00946
s_4163,C00055
s_4164,C00329
s_4165,C01801
s_4166,C00327
s_4167,C00184
s_4168,CHEBI:73770
s_4169,CHEBI:73770
s_4170,CHEBI:73757
s_4171,CHEBI:73757
s_4172,C00624
s_4173,C00624
s_4174,C00248
s_4175,C00248
s_4176,C02989
s_4177,C00544
s_4178,C01036
s_4179,C01061
s_4180,C00310
s_4181,C01904
s_4182,C02630
s_4183,C00100
s_4184,C00222
s_4189,C06032
s_4190,C02050
s_4191,C01595
s_4192,C01613
s_4193,C00492
s_4194,C00642
s_4195,C00530
s_4196,C00002
s_4197,C00076
s_4198,C00008
s_4199,C00076
s_4200,C00698
s_4201,C00070
s_4202,C19610
s_4203,C00038
s_4204,C00305
s_4205,cofactor
s_4206,ion
s_0404,C00886
s_0542,C03125
s_0757,C02412
s_1428,C02553
s_3717,C00492
s_3719,RNA
s_3720,DNA
s_4207,C01157
s_4209,Ferrocytochrome b5
s_4210,Ferricytochrome b5
s_4211,hexanoyl-CoA
s_4212,CHEBI:86055
s_4213,C01944
s_4214,C12292
s_4215,C00136
s_4216,CHEBI:88764
s_4217,CHEBI:87393
s_4218,CHEBI:87510
s_4219,C05274
s_4220,CHEBI:87430
s_4221,CHEBI:86055
s_4222,C12292
s_4223,CHEBI:88764
s_4224,CHEBI:87510
s_4225,CHEBI:87430
s_4226,CHEBI:86055
s_4227,C12292
s_4228,CHEBI:88764
s_4229,CHEBI:87510
s_4230,CHEBI:87430
s_4231,C00849
s_4232,C00479
s_4233,C05979
s_4234,C00479
s_4235,C05979
s_4236,C00479
s_4237,C05979
s_4238,CHEBI:49017
s_4239,CHEBI:49019
s_4240,CHEBI:49017
s_4241,CHEBI:49019
s_4242,CHEBI:49017
s_4243,CHEBI:49019
s_4244,CHEBI:15621
s_4245,C06044
s_4246,CHEBI:15621
s_4247,C06044
s_4248,CHEBI:15621
s_4249,C06044
s_4250,C00163
s_4251,C00163
s_4252,C00100
s_4253,CHEBI:41330
s_4254,tyrosyl acetate
s_4255,tyrosyl acetate
s_4256,methionyl acetate
s_4257,methionyl acetate
s_4258,CHEBI:40116
s_4259,CHEBI:40116
s_4261,CHEBI:41330
s_4262,CHEBI:41330
s_4263,C00283
s_4264,C00957
s_4265,C15521
s_4266,C15521
s_4267,C05122
s_4268,C05122
s_4269,C01861
s_4270,CHEBI:78322
s_4271,CHEBI:78322
s_4272,CHEBI:78323
s_4273,CHEBI:78323
s_4274,CHEBI:169507
s_4275,CHEBI:169507
s_4276,CHEBI:88827
s_4277,CHEBI:88827
s_4278,CHEBI:156074
s_4279,CHEBI:156074
s_4280,CHEBI:173421
s_4281,CHEBI:173421
s_4282,C18319
s_4283,CHEBI:88452
s_4284,CHEBI:88452
s_4285,CHEBI:48944
s_4286,CHEBI:87303
s_4287,CHEBI:87303
s_4288,C15513
s_4289,C15513
s_4290,C00404
s_4291,C00404
s_4292,C00404
s_4293,C00009
s_4294,C01252
s_4295,C21214
s_4296,C02265
s_4297,C05620
s_4298,C01847
s_4299,C01672
s_4300,C16565
s_4301,C20247
s_4302,C02630
s_4303,C01126
s_4304,C00309
s_4305,C00672
s_4306,C06000
s_4307,C06001
s_4308,C20657
s_4309,C01769
s_4310,C02376
s_4311,C00178
s_4312,C21215
s_4313,C00081
s_4314,C00104
s_4315,C00857
s_4316,C01185
s_4317,C06197
s_4318,C00131
s_4319,C00206
s_4320,C00286
s_4321,C00361
s_4322,C00112
s_4323,C00705
s_4324,C00458
s_4325,C00363
s_4326,C00459
s_4327,C01344
s_4328,C01345
s_4329,C01346
s_4330,C00460
s_4331,C02470
