,seed_id
s_2914,C00332
s_2915,C05269
s_2916,C05267
s_2917,CHEBI:52327
s_2918,CHEBI:52328
s_2919,CHEBI:52329
s_2920,CHEBI:53152
s_2921,3-oxo-cis-tetradec-7-enoyl-CoA
s_2922,3-oxo-cis-dodec-5-enoyl-CoA
s_2923,CHEBI:78146
s_2924,3-oxo-cis-hexadec-7-enoyl-CoA
s_2925,3-oxo-cis-tetradec-5-enoyl-CoA
s_2926,cis-dec-3-enoyl-CoA
s_2927,CHEBI:27989
s_2928,CHEBI:139121
s_2929,trans-dodec-3-enoyl-CoA
s_2930,CHEBI:72001
s_2931,CHEBI:88083
s_2932,C05280
s_2933,CHEBI:88084
s_2934,C00093
s_2935,C04036
s_2936,CHEBI:75070
s_2937,CHEBI:74850
s_2938,CHEBI:62837
s_2939,C00111
s_2940,C01192
s_2941,CHEBI:74694
s_2942,C03805
s_2943,C03630
s_2944,C04036
s_2945,CHEBI:75070
s_2946,CHEBI:74850
s_2947,CHEBI:62837
s_2948,C01192
s_2949,CHEBI:74694
s_2950,C03805
s_2951,C03630
s_2952,C00005
s_2953,C00006
s_2954,CHEBI:73998
s_2955,C13889
s_2956,CHEBI:75071
s_2957,"phosphatidate (1-16:1, 2-18:1)"
s_2958,CHEBI:75073
s_2959,CHEBI:74847
s_2960,CHEBI:75074
s_2961,CHEBI:83775
s_2962,C13889
s_2963,"phosphatidate (1-16:1, 2-18:1)"
s_2964,CHEBI:74847
s_2965,CHEBI:83775
s_2966,C00009
s_2967,CHEBI:84394
s_2968,CHEBI:88454
s_2969,CHEBI:84417
s_2970,CHEBI:88500
s_2971,CHEBI:88527
s_2972,CHEBI:75468
s_2973,CHEBI:89229
s_2974,CHEBI:52333
s_2975,CHEBI:73998
s_2976,cpd00001
s_2977,C00009
s_2978,CHEBI:84394
s_2979,C13889
s_2980,CHEBI:88454
s_2981,CHEBI:75071
s_2982,CHEBI:84417
s_2983,"phosphatidate (1-16:1, 2-18:1)"
s_2984,CHEBI:88500
s_2985,CHEBI:75073
s_2986,CHEBI:88527
s_2987,CHEBI:74847
s_2988,CHEBI:75468
s_2989,CHEBI:75074
s_2990,CHEBI:89229
s_2991,CHEBI:83775
s_2992,CHEBI:52333
s_2993,CHEBI:73998
s_2994,cpd00001
s_2995,C00009
s_2996,CHEBI:84394
s_2997,C13889
s_2998,CHEBI:88454
s_2999,CHEBI:75071
s_3000,CHEBI:84417
s_3001,"phosphatidate (1-16:1, 2-18:1)"
s_3002,CHEBI:88500
s_3003,CHEBI:75073
s_3004,CHEBI:88527
s_3005,CHEBI:74847
s_3006,CHEBI:75468
s_3007,CHEBI:75074
s_3008,CHEBI:89229
s_3009,CHEBI:83775
s_3010,CHEBI:52333
s_3011,CHEBI:85427
s_3012,CHEBI:89759
s_3013,"triglyceride (1-16:1, 2-16:1, 3-16:0)"
s_3014,"triglyceride (1-16:1, 2-18:1, 3-16:0)"
s_3015,"triglyceride (1-18:0, 2-16:1, 3-16:0)"
s_3016,CHEBI:89755
s_3017,"triglyceride (1-18:1, 2-16:1, 3-16:0)"
s_3018,CHEBI:88999
s_3019,CHEBI:89765
s_3020,"triglyceride (1-16:0, 2-18:1, 3-16:1)"
s_3021,CHEBI:75841
s_3022,"triglyceride (1-16:1, 2-18:1, 3-16:1)"
s_3023,CHEBI:90053
s_3024,"triglyceride (1-18:0, 2-18:1, 3-16:1)"
s_3025,"triglyceride (1-18:1, 2-16:1, 3-16:1)"
s_3026,"triglyceride (1-18:1, 2-18:1, 3-16:1)"
s_3027,CHEBI:89763
s_3028,CHEBI:88998
s_3029,"triglyceride (1-16:1, 2-16:1, 3-18:0)"
s_3030,"triglyceride (1-16:1, 2-18:1, 3-18:0)"
s_3031,CHEBI:89958
s_3032,CHEBI:90305
s_3033,"triglyceride (1-18:1, 2-16:1, 3-18:0)"
s_3034,"triglyceride (1-18:1, 2-18:1, 3-18:0)"
s_3035,"triglyceride (1-16:0, 2-16:1, 3-18:1)"
s_3036,"triglyceride (1-16:0, 2-18:1, 3-18:1)"
s_3037,CHEBI:90051
s_3038,CHEBI:90048
s_3039,"triglyceride (1-18:0, 2-16:1, 3-18:1)"
s_3040,"triglyceride (1-18:0, 2-18:1, 3-18:1)"
s_3041,CHEBI:88984
s_3042,CHEBI:88970
s_3043,CHEBI:84394
s_3044,CHEBI:85427
s_3045,CHEBI:88454
s_3046,CHEBI:89759
s_3047,CHEBI:84417
s_3048,"triglyceride (1-16:1, 2-16:1, 3-16:0)"
s_3049,CHEBI:88500
s_3050,"triglyceride (1-16:1, 2-18:1, 3-16:0)"
s_3051,CHEBI:88527
s_3052,"triglyceride (1-18:0, 2-16:1, 3-16:0)"
s_3053,CHEBI:75468
s_3054,CHEBI:89755
s_3055,CHEBI:89229
s_3056,"triglyceride (1-18:1, 2-16:1, 3-16:0)"
s_3057,CHEBI:52333
s_3058,CHEBI:88999
s_3059,CHEBI:89765
s_3060,"triglyceride (1-16:0, 2-18:1, 3-16:1)"
s_3061,CHEBI:75841
s_3062,"triglyceride (1-16:1, 2-18:1, 3-16:1)"
s_3063,CHEBI:90053
s_3064,"triglyceride (1-18:0, 2-18:1, 3-16:1)"
s_3065,"triglyceride (1-18:1, 2-16:1, 3-16:1)"
s_3066,"triglyceride (1-18:1, 2-18:1, 3-16:1)"
s_3067,CHEBI:89763
s_3068,CHEBI:88998
s_3069,"triglyceride (1-16:1, 2-16:1, 3-18:0)"
s_3070,"triglyceride (1-16:1, 2-18:1, 3-18:0)"
s_3071,CHEBI:89958
s_3072,CHEBI:90305
s_3073,"triglyceride (1-18:1, 2-16:1, 3-18:0)"
s_3074,"triglyceride (1-18:1, 2-18:1, 3-18:0)"
s_3075,"triglyceride (1-16:0, 2-16:1, 3-18:1)"
s_3076,"triglyceride (1-16:0, 2-18:1, 3-18:1)"
s_3077,CHEBI:90051
s_3078,CHEBI:90048
s_3079,"triglyceride (1-18:0, 2-16:1, 3-18:1)"
s_3080,"triglyceride (1-18:0, 2-18:1, 3-18:1)"
s_3081,CHEBI:88984
s_3082,CHEBI:88970
s_3083,C00063
s_3084,"CDP-diacylglycerol (1-16:0, 2-16:1)"
s_3085,CHEBI:104012
s_3086,"CDP-diacylglycerol (1-18:0, 2-16:1)"
s_3087,"CDP-diacylglycerol (1-18:1, 2-16:1)"
s_3088,C13892
s_3089,"CDP-diacylglycerol (1-16:1, 2-18:1)"
s_3090,"CDP-diacylglycerol (1-18:0, 2-18:1)"
s_3091,CHEBI:104362
s_3092,CHEBI:73998
s_3093,C00063
s_3094,cpd00067
s_3095,C00013
s_3096,"CDP-diacylglycerol (1-16:0, 2-16:1)"
s_3097,CHEBI:75071
s_3098,CHEBI:104012
s_3099,CHEBI:75073
s_3100,"CDP-diacylglycerol (1-18:0, 2-16:1)"
s_3101,CHEBI:75074
s_3102,"CDP-diacylglycerol (1-18:1, 2-16:1)"
s_3103,C13889
s_3104,C13892
s_3105,"phosphatidate (1-16:1, 2-18:1)"
s_3106,"CDP-diacylglycerol (1-16:1, 2-18:1)"
s_3107,C00065
s_3108,C00055
s_3109,CHEBI:89824
s_3110,"phosphatidyl-L-serine (1-16:1, 2-16:1)"
s_3111,CHEBI:90036
s_3112,CHEBI:75101
s_3113,CHEBI:134541
s_3114,CHEBI:90032
s_3115,CHEBI:90433
s_3116,CHEBI:60568
s_3117,C00137
s_3118,CHEBI:88396
s_3119,"1-phosphatidyl-1D-myo-inositol (1-16:1, 2-16:1)"
s_3120,CHEBI:88557
s_3121,CHEBI:88626
s_3122,C13888
s_3123,CHEBI:88562
s_3124,CHEBI:77346
s_3125,CHEBI:88612
s_3126,sn-2-acyl-1-lysophosphatidylinositol (16:1)
s_3127,sn-2-acyl-1-lysophosphatidylinositol (18:1)
s_3128,CHEBI:89824
s_3129,C00011
s_3130,CHEBI:136147
s_3131,"phosphatidyl-L-serine (1-16:1, 2-16:1)"
s_3132,CHEBI:138792
s_3133,CHEBI:90036
s_3134,CHEBI:136155
s_3135,CHEBI:75101
s_3136,CHEBI:82837
s_3137,CHEBI:134541
s_3138,CHEBI:136148
s_3139,CHEBI:90032
s_3140,CHEBI:90464
s_3141,CHEBI:90433
s_3142,CHEBI:136162
s_3143,CHEBI:60568
s_3144,CHEBI:136170
s_3145,CHEBI:89824
s_3146,cpd00067
s_3147,C00011
s_3148,CHEBI:136147
s_3149,"phosphatidyl-L-serine (1-16:1, 2-16:1)"
s_3150,CHEBI:138792
s_3151,CHEBI:90036
s_3152,CHEBI:136155
s_3153,CHEBI:75101
s_3154,CHEBI:82837
s_3155,CHEBI:134541
s_3156,CHEBI:136148
s_3157,CHEBI:90032
s_3158,CHEBI:90464
s_3159,CHEBI:90433
s_3160,CHEBI:136162
s_3161,CHEBI:60568
s_3162,CHEBI:136170
s_3163,CHEBI:89824
s_3164,cpd00067
s_3165,C00011
s_3166,CHEBI:136147
s_3167,"phosphatidyl-L-serine (1-16:1, 2-16:1)"
s_3168,CHEBI:138792
s_3169,CHEBI:90036
s_3170,CHEBI:136155
s_3171,CHEBI:75101
s_3172,CHEBI:82837
s_3173,CHEBI:134541
s_3174,CHEBI:136148
s_3175,CHEBI:90032
s_3176,CHEBI:90464
s_3177,CHEBI:90433
s_3178,CHEBI:136162
s_3179,CHEBI:60568
s_3180,CHEBI:136170
s_3181,CHEBI:136147
s_3182,C00019
s_3183,C00021
s_3184,"phosphatidyl-N-methylethanolamine (1-16:0, 2-16:1)"
s_3185,CHEBI:138792
s_3186,"phosphatidyl-N-methylethanolamine (1-16:1, 2-16:1)"
s_3187,CHEBI:136155
s_3188,"phosphatidyl-N-methylethanolamine (1-18:0, 2-16:1)"
s_3189,CHEBI:82837
s_3190,"phosphatidyl-N-methylethanolamine (1-18:1, 2-16:1)"
s_3191,CHEBI:136148
s_3192,"phosphatidyl-N-methylethanolamine (1-16:0, 2-18:1)"
s_3193,CHEBI:90464
s_3194,"phosphatidyl-N-methylethanolamine (1-16:1, 2-18:1)"
s_3195,CHEBI:136162
s_3196,"phosphatidyl-N-methylethanolamine (1-18:0, 2-18:1)"
s_3197,CHEBI:136170
s_3198,CHEBI:85962
s_3199,"phosphatidyl-N,N-dimethylethanolamine (1-16:0, 2-16:1)"
s_3200,"phosphatidyl-N,N-dimethylethanolamine (1-16:1, 2-16:1)"
s_3201,"phosphatidyl-N,N-dimethylethanolamine (1-18:0, 2-16:1)"
s_3202,"phosphatidyl-N,N-dimethylethanolamine (1-18:1, 2-16:1)"
s_3203,"phosphatidyl-N,N-dimethylethanolamine (1-16:0, 2-18:1)"
s_3204,"phosphatidyl-N,N-dimethylethanolamine (1-16:1, 2-18:1)"
s_3205,"phosphatidyl-N,N-dimethylethanolamine (1-18:0, 2-18:1)"
s_3206,CHEBI:85963
s_3207,CHEBI:134592
s_3208,CHEBI:134637
s_3209,CHEBI:86097
s_3210,CHEBI:86100
s_3211,CHEBI:134594
s_3212,CHEBI:84811
s_3213,CHEBI:75034
s_3214,CHEBI:74669
s_3215,C00112
s_3216,C00570
s_3217,C00307
s_3218,C00093
s_3219,C00055
s_3220,"3-(3-sn-phosphatidyl)-sn-glycerol 1-phosphate (1-16:0, 2-16:1)"
s_3221,"3-(3-sn-phosphatidyl)-sn-glycerol 1-phosphate (1-16:1, 2-16:1)"
s_3222,"3-(3-sn-phosphatidyl)-sn-glycerol 1-phosphate (1-18:0, 2-16:1)"
s_3223,"3-(3-sn-phosphatidyl)-sn-glycerol 1-phosphate (1-18:1, 2-16:1)"
s_3224,"3-(3-sn-phosphatidyl)-sn-glycerol 1-phosphate (1-16:0, 2-18:1)"
s_3225,"3-(3-sn-phosphatidyl)-sn-glycerol 1-phosphate (1-16:1, 2-18:1)"
s_3226,cpd00001
s_3227,CHEBI:136224
s_3228,C00009
s_3229,"phosphatidylglycerol (1-16:1, 2-16:1)"
s_3230,CHEBI:89270
s_3231,CHEBI:89093
s_3232,CHEBI:84472
s_3233,CHEBI:89398
s_3234,"cardiolipin (1-16:0, 2-16:1, 3-16:0, 4-16:1)"
s_3235,"cardiolipin (1-16:0, 2-16:1, 3-16:1, 4-16:1)"
s_3236,"cardiolipin (1-16:0, 2-16:1, 3-18:0, 4-16:1)"
s_3237,"cardiolipin (1-16:0, 2-16:1, 3-18:1, 4-16:1)"
s_3238,"cardiolipin (1-16:0, 2-16:1, 3-16:0, 4-18:1)"
s_3239,"cardiolipin (1-16:0, 2-16:1, 3-16:1, 4-18:1)"
s_3240,"cardiolipin (1-16:1, 2-16:1, 3-16:0, 4-16:1)"
s_3241,CHEBI:104873
s_3242,"cardiolipin (1-16:1, 2-16:1, 3-18:0, 4-16:1)"
s_3243,"cardiolipin (1-16:1, 2-16:1, 3-18:1, 4-16:1)"
s_3244,"cardiolipin (1-16:1, 2-16:1, 3-16:0, 4-18:1)"
s_3245,"cardiolipin (1-16:1, 2-16:1, 3-16:1, 4-18:1)"
s_3246,"cardiolipin (1-18:0, 2-16:1, 3-16:0, 4-16:1)"
s_3247,"cardiolipin (1-18:0, 2-16:1, 3-16:1, 4-16:1)"
s_3248,"cardiolipin (1-18:0, 2-16:1, 3-18:0, 4-16:1)"
s_3249,"cardiolipin (1-18:0, 2-16:1, 3-18:1, 4-16:1)"
s_3250,"cardiolipin (1-18:0, 2-16:1, 3-16:0, 4-18:1)"
s_3251,"cardiolipin (1-18:0, 2-16:1, 3-16:1, 4-18:1)"
s_3252,"cardiolipin (1-18:1, 2-16:1, 3-16:0, 4-16:1)"
s_3253,"cardiolipin (1-18:1, 2-16:1, 3-16:1, 4-16:1)"
s_3254,"cardiolipin (1-18:1, 2-16:1, 3-18:0, 4-16:1)"
s_3255,"cardiolipin (1-18:1, 2-16:1, 3-18:1, 4-16:1)"
s_3256,"cardiolipin (1-18:1, 2-16:1, 3-16:0, 4-18:1)"
s_3257,"cardiolipin (1-18:1, 2-16:1, 3-16:1, 4-18:1)"
s_3258,"cardiolipin (1-16:0, 2-18:1, 3-16:0, 4-16:1)"
s_3259,"cardiolipin (1-16:0, 2-18:1, 3-16:1, 4-16:1)"
s_3260,"cardiolipin (1-16:0, 2-18:1, 3-18:0, 4-16:1)"
s_3261,"cardiolipin (1-16:0, 2-18:1, 3-18:1, 4-16:1)"
s_3262,"cardiolipin (1-16:0, 2-18:1, 3-16:0, 4-18:1)"
s_3263,"cardiolipin (1-16:0, 2-18:1, 3-16:1, 4-18:1)"
s_3264,"cardiolipin (1-16:1, 2-18:1, 3-16:0, 4-16:1)"
s_3265,"cardiolipin (1-16:1, 2-18:1, 3-16:1, 4-16:1)"
s_3266,"cardiolipin (1-16:1, 2-18:1, 3-18:0, 4-16:1)"
s_3267,"cardiolipin (1-16:1, 2-18:1, 3-18:1, 4-16:1)"
s_3268,"cardiolipin (1-16:1, 2-18:1, 3-16:0, 4-18:1)"
s_3269,"cardiolipin (1-16:1, 2-18:1, 3-16:1, 4-18:1)"
s_3270,"monolysocardiolipin (2-16:1, 3-16:0, 4-16:1)"
s_3271,C00249
s_3272,"monolysocardiolipin (2-16:1, 3-16:1, 4-16:1)"
s_3273,"monolysocardiolipin (2-16:1, 3-18:0, 4-16:1)"
s_3274,"monolysocardiolipin (2-16:1, 3-18:1, 4-16:1)"
s_3275,"monolysocardiolipin (2-16:1, 3-16:0, 4-18:1)"
s_3276,"monolysocardiolipin (2-16:1, 3-16:1, 4-18:1)"
s_3277,C01530
s_3278,"monolysocardiolipin (2-18:1, 3-16:0, 4-16:1)"
s_3279,"monolysocardiolipin (2-18:1, 3-16:1, 4-16:1)"
s_3280,"monolysocardiolipin (2-18:1, 3-18:0, 4-16:1)"
s_3281,"monolysocardiolipin (2-18:1, 3-18:1, 4-16:1)"
s_3282,"monolysocardiolipin (2-18:1, 3-16:0, 4-18:1)"
s_3283,"monolysocardiolipin (2-18:1, 3-16:1, 4-18:1)"
s_3284,"monolysocardiolipin (1-16:0, 2-16:1, 4-16:1)"
s_3285,"monolysocardiolipin (1-16:0, 2-16:1, 4-18:1)"
s_3286,"monolysocardiolipin (1-16:1, 2-16:1, 4-16:1)"
s_3287,"monolysocardiolipin (1-16:1, 2-16:1, 4-18:1)"
s_3288,"monolysocardiolipin (1-18:0, 2-16:1, 4-16:1)"
s_3289,"monolysocardiolipin (1-18:0, 2-16:1, 4-18:1)"
s_3290,"monolysocardiolipin (1-18:1, 2-16:1, 4-16:1)"
s_3291,"monolysocardiolipin (1-18:1, 2-16:1, 4-18:1)"
s_3292,"monolysocardiolipin (1-16:0, 2-18:1, 4-16:1)"
s_3293,"monolysocardiolipin (1-16:0, 2-18:1, 4-18:1)"
s_3294,"monolysocardiolipin (1-16:1, 2-18:1, 4-16:1)"
s_3295,"monolysocardiolipin (1-16:1, 2-18:1, 4-18:1)"
s_3296,CHEBI:134592
s_3297,1-acylglycerophosphocholine (16:0)
s_3298,CHEBI:134637
s_3299,1-acylglycerophosphocholine (16:1)
s_3300,CHEBI:86097
s_3301,1-acylglycerophosphocholine (18:0)
s_3302,CHEBI:86100
s_3303,1-acylglycerophosphocholine (18:1)
s_3304,CHEBI:134594
s_3305,CHEBI:84811
s_3306,CHEBI:75034
s_3307,CHEBI:74669
s_3308,"cardiolipin (1-18:1, 2-18:1, 3-16:0, 4-16:1)"
s_3309,"cardiolipin (1-18:1, 2-18:1, 3-16:1, 4-16:1)"
s_3310,"cardiolipin (1-18:1, 2-18:1, 3-18:0, 4-16:1)"
s_3311,"cardiolipin (1-18:1, 2-18:1, 3-18:1, 4-16:1)"
s_3312,"cardiolipin (1-18:1, 2-18:1, 3-16:0, 4-18:1)"
s_3313,"cardiolipin (1-18:1, 2-18:1, 3-16:1, 4-18:1)"
s_3314,"cardiolipin (1-16:0, 2-16:1, 3-18:1, 4-18:1)"
s_3315,"cardiolipin (1-16:1, 2-16:1, 3-18:1, 4-18:1)"
s_3316,"cardiolipin (1-18:0, 2-16:1, 3-18:1, 4-18:1)"
s_3317,"cardiolipin (1-18:1, 2-16:1, 3-18:1, 4-18:1)"
s_3318,"cardiolipin (1-16:0, 2-18:1, 3-18:1, 4-18:1)"
s_3319,"cardiolipin (1-16:1, 2-18:1, 3-18:1, 4-18:1)"
s_3320,C21072
s_3321,C00010
s_3322,C00510
s_3323,CHEBI:88396
s_3324,C00008
s_3325,"1-phosphatidyl-1D-myo-inositol 4-phosphate (1-16:0, 2-16:1)"
s_3326,"1-phosphatidyl-1D-myo-inositol (1-16:1, 2-16:1)"
s_3327,"1-phosphatidyl-1D-myo-inositol 4-phosphate (1-16:1, 2-16:1)"
s_3328,CHEBI:88557
s_3329,"1-phosphatidyl-1D-myo-inositol 4-phosphate (1-18:0, 2-16:1)"
s_3330,CHEBI:88626
s_3331,"1-phosphatidyl-1D-myo-inositol 4-phosphate (1-18:1, 2-16:1)"
s_3332,C13888
s_3333,"1-phosphatidyl-1D-myo-inositol 4-phosphate (1-16:0, 2-18:1)"
s_3334,CHEBI:88562
s_3335,"1-phosphatidyl-1D-myo-inositol 4-phosphate (1-16:1, 2-18:1)"
s_3336,CHEBI:77346
s_3337,CHEBI:77277
s_3338,CHEBI:88612
s_3339,"1-phosphatidyl-1D-myo-inositol 4-phosphate (1-18:1, 2-18:1)"
s_3340,CHEBI:88396
s_3341,C00002
s_3342,C00008
s_3343,"1-phosphatidyl-1D-myo-inositol 4-phosphate (1-16:0, 2-16:1)"
s_3344,"1-phosphatidyl-1D-myo-inositol (1-16:1, 2-16:1)"
s_3345,"1-phosphatidyl-1D-myo-inositol 4-phosphate (1-16:1, 2-16:1)"
s_3346,CHEBI:88557
s_3347,"1-phosphatidyl-1D-myo-inositol 4-phosphate (1-18:0, 2-16:1)"
s_3348,CHEBI:88626
s_3349,"1-phosphatidyl-1D-myo-inositol 4-phosphate (1-18:1, 2-16:1)"
s_3350,C13888
s_3351,"1-phosphatidyl-1D-myo-inositol 4-phosphate (1-16:0, 2-18:1)"
s_3352,CHEBI:88562
s_3353,"1-phosphatidyl-1D-myo-inositol 4-phosphate (1-16:1, 2-18:1)"
s_3354,CHEBI:77346
s_3355,CHEBI:77277
s_3356,CHEBI:88612
s_3357,"1-phosphatidyl-1D-myo-inositol 4-phosphate (1-18:1, 2-18:1)"
s_3358,CHEBI:88396
s_3359,C00002
s_3360,C00008
s_3361,"1-phosphatidyl-1D-myo-inositol 4-phosphate (1-16:0, 2-16:1)"
s_3362,"1-phosphatidyl-1D-myo-inositol (1-16:1, 2-16:1)"
s_3363,"1-phosphatidyl-1D-myo-inositol 4-phosphate (1-16:1, 2-16:1)"
s_3364,CHEBI:88557
s_3365,"1-phosphatidyl-1D-myo-inositol 4-phosphate (1-18:0, 2-16:1)"
s_3366,CHEBI:88626
s_3367,"1-phosphatidyl-1D-myo-inositol 4-phosphate (1-18:1, 2-16:1)"
s_3368,C13888
s_3369,"1-phosphatidyl-1D-myo-inositol 4-phosphate (1-16:0, 2-18:1)"
s_3370,CHEBI:88562
s_3371,"1-phosphatidyl-1D-myo-inositol 4-phosphate (1-16:1, 2-18:1)"
s_3372,CHEBI:77346
s_3373,CHEBI:77277
s_3374,CHEBI:88612
s_3375,"1-phosphatidyl-1D-myo-inositol 4-phosphate (1-18:1, 2-18:1)"
s_3376,CHEBI:88396
s_3377,"1-phosphatidyl-1D-myo-inositol 4-phosphate (1-16:0, 2-16:1)"
s_3378,"1-phosphatidyl-1D-myo-inositol (1-16:1, 2-16:1)"
s_3379,"1-phosphatidyl-1D-myo-inositol 4-phosphate (1-16:1, 2-16:1)"
s_3380,CHEBI:88557
s_3381,"1-phosphatidyl-1D-myo-inositol 4-phosphate (1-18:0, 2-16:1)"
s_3382,CHEBI:88626
s_3383,"1-phosphatidyl-1D-myo-inositol 4-phosphate (1-18:1, 2-16:1)"
s_3384,C13888
s_3385,"1-phosphatidyl-1D-myo-inositol 4-phosphate (1-16:0, 2-18:1)"
s_3386,CHEBI:88562
s_3387,"1-phosphatidyl-1D-myo-inositol 4-phosphate (1-16:1, 2-18:1)"
s_3388,CHEBI:77346
s_3389,CHEBI:77277
s_3390,CHEBI:88612
s_3391,"1-phosphatidyl-1D-myo-inositol 4-phosphate (1-18:1, 2-18:1)"
s_3392,"1-phosphatidyl-1D-myo-inositol 3-phosphate (1-16:0, 2-16:1)"
s_3393,"1-phosphatidyl-1D-myo-inositol 3-phosphate (1-16:1, 2-16:1)"
s_3394,"1-phosphatidyl-1D-myo-inositol 3-phosphate (1-18:0, 2-16:1)"
s_3395,"1-phosphatidyl-1D-myo-inositol 3-phosphate (1-18:1, 2-16:1)"
s_3396,"1-phosphatidyl-1D-myo-inositol 3-phosphate (1-16:0, 2-18:1)"
s_3397,"1-phosphatidyl-1D-myo-inositol 3-phosphate (1-16:1, 2-18:1)"
s_3398,CHEBI:77347
s_3399,CHEBI:77344
s_3400,"1-phosphatidyl-1D-myo-inositol 4,5-bisphosphate (1-16:0, 2-16:1)"
s_3401,"1-phosphatidyl-1D-myo-inositol 4,5-bisphosphate (1-16:1, 2-16:1)"
s_3402,"1-phosphatidyl-1D-myo-inositol 4,5-bisphosphate (1-18:0, 2-16:1)"
s_3403,"1-phosphatidyl-1D-myo-inositol 4,5-bisphosphate (1-18:1, 2-16:1)"
s_3404,"1-phosphatidyl-1D-myo-inositol 4,5-bisphosphate (1-16:0, 2-18:1)"
s_3405,"1-phosphatidyl-1D-myo-inositol 4,5-bisphosphate (1-16:1, 2-18:1)"
s_3406,CHEBI:77279
s_3407,"1-phosphatidyl-1D-myo-inositol 4,5-bisphosphate (1-18:1, 2-18:1)"
s_3408,"1-phosphatidyl-1D-myo-inositol 4,5-bisphosphate (1-16:0, 2-16:1)"
s_3409,"1-phosphatidyl-1D-myo-inositol 4,5-bisphosphate (1-16:1, 2-16:1)"
s_3410,"1-phosphatidyl-1D-myo-inositol 4,5-bisphosphate (1-18:0, 2-16:1)"
s_3411,"1-phosphatidyl-1D-myo-inositol 4,5-bisphosphate (1-18:1, 2-16:1)"
s_3412,"1-phosphatidyl-1D-myo-inositol 4,5-bisphosphate (1-16:0, 2-18:1)"
s_3413,"1-phosphatidyl-1D-myo-inositol 4,5-bisphosphate (1-16:1, 2-18:1)"
s_3414,CHEBI:77279
s_3415,"1-phosphatidyl-1D-myo-inositol 4,5-bisphosphate (1-18:1, 2-18:1)"
s_3416,"1-phosphatidyl-1D-myo-inositol 3,5-bisphosphate (1-16:0, 2-16:1)"
s_3417,"1-phosphatidyl-1D-myo-inositol 3,5-bisphosphate (1-16:1, 2-16:1)"
s_3418,"1-phosphatidyl-1D-myo-inositol 3,5-bisphosphate (1-18:0, 2-16:1)"
s_3419,"1-phosphatidyl-1D-myo-inositol 3,5-bisphosphate (1-18:1, 2-16:1)"
s_3420,"1-phosphatidyl-1D-myo-inositol 3,5-bisphosphate (1-16:0, 2-18:1)"
s_3421,"1-phosphatidyl-1D-myo-inositol 3,5-bisphosphate (1-16:1, 2-18:1)"
s_3422,"1-phosphatidyl-1D-myo-inositol 3,5-bisphosphate (1-18:0, 2-18:1)"
s_3423,"1-phosphatidyl-1D-myo-inositol 3,5-bisphosphate (1-18:1, 2-18:1)"
s_3424,CHEBI:90452
s_3425,1-acylglycerophosphoethanolamine (16:1)
s_3426,CHEBI:64576
s_3427,CHEBI:64575
s_3428,1-acylglycerophosphocholine (16:0)
s_3429,1-acylglycerophosphocholine (16:1)
s_3430,1-acylglycerophosphocholine (18:0)
s_3431,1-acylglycerophosphocholine (18:1)
s_3432,C15777
s_3433,CHEBI:52375
s_3434,CHEBI:52376
s_3435,C04525
s_3436,CHEBI:52379
s_3437,CHEBI:52380
s_3438,C01724
s_3439,CHEBI:52382
s_3440,CHEBI:52383
s_3441,C01694
s_3442,CHEBI:52377
s_3443,CHEBI:52378
s_3444,C05437
s_3445,CHEBI:52384
s_3446,CHEBI:52385
s_3447,C00670
s_3448,CHEBI:134592
s_3449,cpd00001
s_3450,1-acylglycerophosphocholine (16:0)
s_3451,C08362
s_3452,CHEBI:134637
s_3453,1-acylglycerophosphocholine (16:1)
s_3454,CHEBI:86097
s_3455,1-acylglycerophosphocholine (18:0)
s_3456,CHEBI:86100
s_3457,1-acylglycerophosphocholine (18:1)
s_3458,CHEBI:134594
s_3459,C00712
s_3460,CHEBI:84811
s_3461,CHEBI:75034
s_3462,CHEBI:74669
s_3463,C00249
s_3464,C01530
s_3465,CHEBI:136147
s_3466,CHEBI:90452
s_3467,CHEBI:138792
s_3468,1-acylglycerophosphoethanolamine (16:1)
s_3469,CHEBI:136155
s_3470,CHEBI:64576
s_3471,CHEBI:82837
s_3472,CHEBI:64575
s_3473,CHEBI:136148
s_3474,CHEBI:90464
s_3475,CHEBI:136162
s_3476,CHEBI:136170
s_3477,C01233
s_3478,CHEBI:89824
s_3479,1-acylglycerophosphoserine (16:0)
s_3480,"phosphatidyl-L-serine (1-16:1, 2-16:1)"
s_3481,1-acylglycerophosphoserine (16:1)
s_3482,CHEBI:90036
s_3483,1-acylglycerophosphoserine (18:0)
s_3484,CHEBI:75101
s_3485,1-acylglycerophosphoserine (18:1)
s_3486,CHEBI:134541
s_3487,CHEBI:90032
s_3488,CHEBI:90433
s_3489,CHEBI:60568
s_3490,CHEBI:64945
s_3491,CHEBI:73218
s_3492,CHEBI:138108
s_3493,CHEBI:83054
s_3494,CHEBI:82753
s_3495,C01225
s_3496,"1-phosphatidyl-1D-myo-inositol 4,5-bisphosphate (1-16:0, 2-16:1)"
s_3497,CHEBI:84394
s_3498,C01245
s_3499,"1-phosphatidyl-1D-myo-inositol 4,5-bisphosphate (1-16:1, 2-16:1)"
s_3500,CHEBI:84417
s_3501,"1-phosphatidyl-1D-myo-inositol 4,5-bisphosphate (1-18:0, 2-16:1)"
s_3502,CHEBI:88527
