,seed_id
s_1539[g],C00015
s_1540[n],C00015
s_1541[c],C00052
s_1542[g],C00052
s_1543[c],C00029
s_1544[c],C00043
s_1545[c],C00105
s_1546[g],C00105
s_1547[m],C00105
s_1548[n],C00105
s_1549[lp],CHEBI:53042
s_1550[c],C00106
s_1551[e],C00106
s_1552[c],C00086
s_1553[e],C00086
s_1554[c],C01010
s_1555[c],C05241
s_1556[c],C00299
s_1557[e],C00299
s_1558[c],C01051
s_1559[c],C00075
s_1560[m],C00075
s_1561[c],C02554
s_1562[m],C02554
s_1563[c],C01762
s_1564[e],C01762
s_1565[c],C00655
s_1566[c],C00379
s_1567[e],C00379
s_1568[ce],C05437
s_1569[c],C05437
s_1571[e],C05437
s_1572[lp],C05437
s_1576[c],CHEBI:52388
s_1577[c],CHEBI:52615
s_1578[c],CHEBI:52389
s_1579[c],CHEBI:52386
s_1582[c],C01635
s_1583[c],C01636
s_1584[m],C01636
s_1585[c],C01637
s_1586[m],C01637
s_1587[c],C01638
s_1588[m],C01638
s_1589[c],C01639
s_1590[c],C01640
s_1591[c],C01641
s_1592[m],C01641
s_1593[c],C01642
s_1594[c],C01643
s_1595[m],C01643
s_1596[c],C01644
s_1597[m],C01644
s_1598[c],C01645
s_1599[m],C01645
s_1600[c],C01646
s_1601[m],C01646
s_1602[c],C01647
s_1603[m],C01647
s_1604[c],C01648
s_1605[m],C01648
s_1606[c],C01649
s_1607[c],C01650
s_1608[c],C01651
s_1609[m],C01651
s_1610[c],C01652
s_1611[m],C01652
s_1612[c],C00787
s_1613[m],C00787
s_1614[c],C01653
s_1615[m],C01653
s_1616[c],C00342
s_1617[m],C00342
s_1618[n],C00342
s_1619[p],C00342
s_1620[c],C00343
s_1621[m],C00343
s_1622[n],C00343
s_1623[p],C00343
s_2763[c],C01717
s_2764[c],C06325
s_1845[m],C00229
s_2766[e],C05108
s_2768[e],C05440
s_2770[m],C05744
s_2771[m],C05745
s_2772[m],C05746
s_2773[m],C05749
s_2774[m],C05750
s_2775[m],C04618
s_2776[m],C05747
s_2777[m],C16220
s_2778[m],CHEBI:132146
s_2779[m],C05748
s_2780[m],C05751
s_2781[erm],C01832
s_2782[erm],C00083
s_2783[erm],cpd00067
s_2784[erm],C00011
s_2785[erm],C00010
s_2786[erm],C05261
s_2787[erm],C02593
s_2788[erm],C05259
s_2789[erm],C00154
s_2790[erm],C16216
s_2791[erm],C00412
s_2792[erm],CHEBI:52327
s_2793[erm],C02041
s_2794[erm],CHEBI:52328
s_2795[erm],C16528
s_2796[erm],CHEBI:52329
s_2797[erm],C16529
s_2798[erm],CHEBI:52977
s_2799[erm],C00005
s_2800[erm],C00006
s_2801[erm],C05260
s_2802[erm],C05258
s_2803[erm],C16217
s_2804[erm],CHEBI:52324
s_2805[erm],CHEBI:52325
s_2806[erm],CHEBI:52326
s_2807[erm],CHEBI:52976
s_2808[erm],cpd00001
s_2809[erm],C05273
s_2810[erm],C05272
s_2811[erm],C16218
s_2812[erm],trans-icos-2-enoyl-CoA
s_2813[erm],trans-docos-2-enoyl-CoA
s_2814[erm],CHEBI:75068
s_2815[erm],CHEBI:52975
s_2816[erm],CHEBI:52966
s_2817[erm],C00007
s_2818[erm],C00004
s_2819[erm],C21072
s_2820[erm],C00003
s_2821[erm],C00510
s_2822[e],C00246
s_2824[e],C01585
s_2826[e],C00712
s_2828[c],C00246
s_2829[c],C01585
s_2831[erm],C00002
s_2832[erm],C02679
s_2833[erm],C00020
s_2834[erm],C00013
s_2835[erm],C06424
s_2836[erm],C00249
s_2837[erm],C08362
s_2838[erm],C01530
s_2839[erm],C00712
s_2840[lp],C00002
s_2841[lp],C02679
s_2842[lp],C00020
s_2843[lp],C01832
s_2844[lp],C06424
s_2845[lp],C02593
s_2846[lp],C00249
s_2847[lp],C00154
s_2848[lp],C08362
s_2849[lp],C21072
s_2850[lp],C01530
s_2851[lp],C00412
s_2852[lp],C00712
s_2853[lp],C00510
s_2854[p],C21072
s_2855[p],C00712
s_2856[ce],C00002
s_2857[ce],C00010
s_2858[ce],CHEBI:32360
s_2859[ce],C00020
s_2860[ce],C00013
s_2861[ce],C02041
s_2862[ce],C08281
s_2863[ce],C16528
s_2864[ce],C08320
s_2865[ce],C16529
s_2866[ce],CHEBI:31013
s_2867[ce],CHEBI:52966
s_2868[erm],C08281
s_2869[erm],C08320
s_2870[erm],CHEBI:31013
s_2871[lp],C08281
s_2872[lp],C16528
s_2873[lp],C08320
s_2874[lp],C16529
s_2875[lp],CHEBI:31013
s_2876[lp],CHEBI:52966
s_2877[c],C21072
s_2878[c],C02041
s_2879[p],C02041
s_2880[c],C16528
s_2881[p],C16528
s_2882[p],C00246
s_2883[p],C01585
s_2884[p],C00136
s_2885[p],C05270
s_2886[p],C00877
s_2887[p],C05271
s_2888[p],C05276
s_2889[p],trans-icos-2-enoyl-CoA
s_2890[p],trans-docos-2-enoyl-CoA
s_2891[p],CHEBI:75068
s_2892[p],CHEBI:76889
s_2893[p],cis-tetradec-7-enoyl-CoA
s_2894[p],CHEBI:88067
s_2895[p],cis-dodec-5-enoyl-CoA
s_2896[p],"trans-2,cis-5-dodecadienoyl-CoA"
s_2897[p],C02050
s_2898[p],CHEBI:88008
s_2899[p],CHEBI:88086
s_2900[p],CHEBI:70712
s_2901[p],"trans-2,cis-5-tetradecadienoyl-CoA"
s_2902[p],C03561
s_2903[p],CHEBI:74474
s_2904[p],C05278
s_2905[p],CHEBI:76453
s_2906[p],CHEBI:76375
s_2907[p],CHEBI:76463
s_2908[p],(R)-3-hydroxy-cis-hexadec-9-enoyl-CoA
s_2909[p],(R)-3-hydroxy-cis-tetradec-7-enoyl-CoA
s_2910[p],(R)-3-hydroxy-cis-dodec-5-enoyl-CoA
s_2911[p],CHEBI:87781
s_2912[p],CHEBI:88087
s_2913[p],CHEBI:88072
s_2914[p],C00332
s_2915[p],C05269
s_2916[p],C05267
s_2917[p],CHEBI:52327
s_2918[p],CHEBI:52328
s_2919[p],CHEBI:52329
s_2920[p],CHEBI:53152
s_2921[p],3-oxo-cis-tetradec-7-enoyl-CoA
s_2922[p],3-oxo-cis-dodec-5-enoyl-CoA
s_2923[p],CHEBI:78146
s_2924[p],3-oxo-cis-hexadec-7-enoyl-CoA
s_2925[p],3-oxo-cis-tetradec-5-enoyl-CoA
s_2926[p],cis-dec-3-enoyl-CoA
s_2927[p],CHEBI:27989
s_2928[p],CHEBI:139121
s_2929[p],trans-dodec-3-enoyl-CoA
s_2930[p],CHEBI:72001
s_2931[p],CHEBI:88083
s_2932[p],C05280
s_2933[p],CHEBI:88084
s_2934[erm],C00093
s_2935[erm],C04036
s_2936[erm],CHEBI:75070
s_2937[erm],CHEBI:74850
s_2938[erm],CHEBI:62837
s_2939[erm],C00111
s_2940[erm],C01192
s_2941[erm],CHEBI:74694
s_2942[erm],C03805
s_2943[erm],C03630
s_2944[lp],C04036
s_2945[lp],CHEBI:75070
s_2946[lp],CHEBI:74850
s_2947[lp],CHEBI:62837
s_2948[lp],C01192
s_2949[lp],CHEBI:74694
s_2950[lp],C03805
s_2951[lp],C03630
s_2952[lp],C00005
s_2953[lp],C00006
s_2954[erm],CHEBI:73998
s_2955[erm],C13889
s_2956[erm],CHEBI:75071
s_2957[erm],"phosphatidate (1-16:1, 2-18:1)"
s_2958[erm],CHEBI:75073
s_2959[erm],CHEBI:74847
s_2960[erm],CHEBI:75074
s_2961[erm],CHEBI:83775
s_2962[lp],C13889
s_2963[lp],"phosphatidate (1-16:1, 2-18:1)"
s_2964[lp],CHEBI:74847
s_2965[lp],CHEBI:83775
s_2966[erm],C00009
s_2967[erm],CHEBI:84394
s_2968[erm],CHEBI:88454
s_2969[erm],CHEBI:84417
s_2970[erm],CHEBI:88500
s_2971[erm],CHEBI:88527
s_2972[erm],CHEBI:75468
s_2973[erm],CHEBI:89229
s_2974[erm],CHEBI:52333
s_2975[vm],CHEBI:73998
s_2976[vm],cpd00001
s_2977[vm],C00009
s_2978[vm],CHEBI:84394
s_2979[vm],C13889
s_2980[vm],CHEBI:88454
s_2981[vm],CHEBI:75071
s_2982[vm],CHEBI:84417
s_2983[vm],"phosphatidate (1-16:1, 2-18:1)"
s_2984[vm],CHEBI:88500
s_2985[vm],CHEBI:75073
s_2986[vm],CHEBI:88527
s_2987[vm],CHEBI:74847
s_2988[vm],CHEBI:75468
s_2989[vm],CHEBI:75074
s_2990[vm],CHEBI:89229
s_2991[vm],CHEBI:83775
s_2992[vm],CHEBI:52333
s_2993[gm],CHEBI:73998
s_2994[gm],cpd00001
s_2995[gm],C00009
s_2996[gm],CHEBI:84394
s_2997[gm],C13889
s_2998[gm],CHEBI:88454
s_2999[gm],CHEBI:75071
s_3000[gm],CHEBI:84417
s_3001[gm],"phosphatidate (1-16:1, 2-18:1)"
s_3002[gm],CHEBI:88500
s_3003[gm],CHEBI:75073
s_3004[gm],CHEBI:88527
s_3005[gm],CHEBI:74847
s_3006[gm],CHEBI:75468
s_3007[gm],CHEBI:75074
s_3008[gm],CHEBI:89229
s_3009[gm],CHEBI:83775
s_3010[gm],CHEBI:52333
s_3011[erm],CHEBI:85427
s_3012[erm],CHEBI:89759
s_3013[erm],"triglyceride (1-16:1, 2-16:1, 3-16:0)"
s_3014[erm],"triglyceride (1-16:1, 2-18:1, 3-16:0)"
s_3015[erm],"triglyceride (1-18:0, 2-16:1, 3-16:0)"
s_3016[erm],CHEBI:89755
s_3017[erm],"triglyceride (1-18:1, 2-16:1, 3-16:0)"
s_3018[erm],CHEBI:88999
s_3019[erm],CHEBI:89765
s_3020[erm],"triglyceride (1-16:0, 2-18:1, 3-16:1)"
s_3021[erm],CHEBI:75841
s_3022[erm],"triglyceride (1-16:1, 2-18:1, 3-16:1)"
s_3023[erm],CHEBI:90053
s_3024[erm],"triglyceride (1-18:0, 2-18:1, 3-16:1)"
s_3025[erm],"triglyceride (1-18:1, 2-16:1, 3-16:1)"
s_3026[erm],"triglyceride (1-18:1, 2-18:1, 3-16:1)"
s_3027[erm],CHEBI:89763
s_3028[erm],CHEBI:88998
s_3029[erm],"triglyceride (1-16:1, 2-16:1, 3-18:0)"
s_3030[erm],"triglyceride (1-16:1, 2-18:1, 3-18:0)"
s_3031[erm],CHEBI:89958
s_3032[erm],CHEBI:90305
s_3033[erm],"triglyceride (1-18:1, 2-16:1, 3-18:0)"
s_3034[erm],"triglyceride (1-18:1, 2-18:1, 3-18:0)"
s_3035[erm],"triglyceride (1-16:0, 2-16:1, 3-18:1)"
s_3036[erm],"triglyceride (1-16:0, 2-18:1, 3-18:1)"
s_3037[erm],CHEBI:90051
s_3038[erm],CHEBI:90048
s_3039[erm],"triglyceride (1-18:0, 2-16:1, 3-18:1)"
s_3040[erm],"triglyceride (1-18:0, 2-18:1, 3-18:1)"
s_3041[erm],CHEBI:88984
s_3042[erm],CHEBI:88970
s_3043[lp],CHEBI:84394
s_3044[lp],CHEBI:85427
s_3045[lp],CHEBI:88454
s_3046[lp],CHEBI:89759
s_3047[lp],CHEBI:84417
s_3048[lp],"triglyceride (1-16:1, 2-16:1, 3-16:0)"
s_3049[lp],CHEBI:88500
s_3050[lp],"triglyceride (1-16:1, 2-18:1, 3-16:0)"
s_3051[lp],CHEBI:88527
s_3052[lp],"triglyceride (1-18:0, 2-16:1, 3-16:0)"
s_3053[lp],CHEBI:75468
s_3054[lp],CHEBI:89755
s_3055[lp],CHEBI:89229
s_3056[lp],"triglyceride (1-18:1, 2-16:1, 3-16:0)"
s_3057[lp],CHEBI:52333
s_3058[lp],CHEBI:88999
s_3059[lp],CHEBI:89765
s_3060[lp],"triglyceride (1-16:0, 2-18:1, 3-16:1)"
s_3061[lp],CHEBI:75841
s_3062[lp],"triglyceride (1-16:1, 2-18:1, 3-16:1)"
s_3063[lp],CHEBI:90053
s_3064[lp],"triglyceride (1-18:0, 2-18:1, 3-16:1)"
s_3065[lp],"triglyceride (1-18:1, 2-16:1, 3-16:1)"
s_3066[lp],"triglyceride (1-18:1, 2-18:1, 3-16:1)"
s_3067[lp],CHEBI:89763
s_3068[lp],CHEBI:88998
s_3069[lp],"triglyceride (1-16:1, 2-16:1, 3-18:0)"
s_3070[lp],"triglyceride (1-16:1, 2-18:1, 3-18:0)"
s_3071[lp],CHEBI:89958
s_3072[lp],CHEBI:90305
s_3073[lp],"triglyceride (1-18:1, 2-16:1, 3-18:0)"
s_3074[lp],"triglyceride (1-18:1, 2-18:1, 3-18:0)"
s_3075[lp],"triglyceride (1-16:0, 2-16:1, 3-18:1)"
s_3076[lp],"triglyceride (1-16:0, 2-18:1, 3-18:1)"
s_3077[lp],CHEBI:90051
s_3078[lp],CHEBI:90048
s_3079[lp],"triglyceride (1-18:0, 2-16:1, 3-18:1)"
s_3080[lp],"triglyceride (1-18:0, 2-18:1, 3-18:1)"
s_3081[lp],CHEBI:88984
s_3082[lp],CHEBI:88970
s_3083[erm],C00063
s_3084[erm],"CDP-diacylglycerol (1-16:0, 2-16:1)"
s_3085[erm],CHEBI:104012
s_3086[erm],"CDP-diacylglycerol (1-18:0, 2-16:1)"
s_3087[erm],"CDP-diacylglycerol (1-18:1, 2-16:1)"
s_3088[erm],C13892
s_3089[erm],"CDP-diacylglycerol (1-16:1, 2-18:1)"
s_3090[erm],"CDP-diacylglycerol (1-18:0, 2-18:1)"
s_3091[erm],CHEBI:104362
s_3092[mm],CHEBI:73998
s_3093[mm],C00063
s_3094[mm],cpd00067
s_3095[mm],C00013
s_3096[mm],"CDP-diacylglycerol (1-16:0, 2-16:1)"
s_3097[mm],CHEBI:75071
s_3098[mm],CHEBI:104012
s_3099[mm],CHEBI:75073
s_3100[mm],"CDP-diacylglycerol (1-18:0, 2-16:1)"
s_3101[mm],CHEBI:75074
s_3102[mm],"CDP-diacylglycerol (1-18:1, 2-16:1)"
s_3103[mm],C13889
s_3104[mm],C13892
s_3105[mm],"phosphatidate (1-16:1, 2-18:1)"
s_3106[mm],"CDP-diacylglycerol (1-16:1, 2-18:1)"
s_3107[erm],C00065
s_3108[erm],C00055
s_3109[erm],CHEBI:89824
s_3110[erm],"phosphatidyl-L-serine (1-16:1, 2-16:1)"
s_3111[erm],CHEBI:90036
s_3112[erm],CHEBI:75101
s_3113[erm],CHEBI:134541
s_3114[erm],CHEBI:90032
s_3115[erm],CHEBI:90433
s_3116[erm],CHEBI:60568
s_3117[erm],C00137
s_3118[erm],CHEBI:88396
s_3119[erm],"1-phosphatidyl-1D-myo-inositol (1-16:1, 2-16:1)"
s_3120[erm],CHEBI:88557
s_3121[erm],CHEBI:88626
s_3122[erm],C13888
s_3123[erm],CHEBI:88562
s_3124[erm],CHEBI:77346
s_3125[erm],CHEBI:88612
s_3126[erm],sn-2-acyl-1-lysophosphatidylinositol (16:1)
s_3127[erm],sn-2-acyl-1-lysophosphatidylinositol (18:1)
s_3128[mm],CHEBI:89824
s_3129[mm],C00011
s_3130[mm],CHEBI:136147
s_3131[mm],"phosphatidyl-L-serine (1-16:1, 2-16:1)"
s_3132[mm],CHEBI:138792
s_3133[mm],CHEBI:90036
s_3134[mm],CHEBI:136155
s_3135[mm],CHEBI:75101
s_3136[mm],CHEBI:82837
s_3137[mm],CHEBI:134541
s_3138[mm],CHEBI:136148
s_3139[mm],CHEBI:90032
s_3140[mm],CHEBI:90464
s_3141[mm],CHEBI:90433
s_3142[mm],CHEBI:136162
s_3143[mm],CHEBI:60568
s_3144[mm],CHEBI:136170
s_3145[gm],CHEBI:89824
s_3146[gm],cpd00067
s_3147[gm],C00011
s_3148[gm],CHEBI:136147
s_3149[gm],"phosphatidyl-L-serine (1-16:1, 2-16:1)"
s_3150[gm],CHEBI:138792
s_3151[gm],CHEBI:90036
s_3152[gm],CHEBI:136155
s_3153[gm],CHEBI:75101
s_3154[gm],CHEBI:82837
s_3155[gm],CHEBI:134541
s_3156[gm],CHEBI:136148
s_3157[gm],CHEBI:90032
s_3158[gm],CHEBI:90464
s_3159[gm],CHEBI:90433
s_3160[gm],CHEBI:136162
s_3161[gm],CHEBI:60568
s_3162[gm],CHEBI:136170
s_3163[vm],CHEBI:89824
s_3164[vm],cpd00067
s_3165[vm],C00011
s_3166[vm],CHEBI:136147
s_3167[vm],"phosphatidyl-L-serine (1-16:1, 2-16:1)"
s_3168[vm],CHEBI:138792
s_3169[vm],CHEBI:90036
s_3170[vm],CHEBI:136155
s_3171[vm],CHEBI:75101
s_3172[vm],CHEBI:82837
s_3173[vm],CHEBI:134541
s_3174[vm],CHEBI:136148
s_3175[vm],CHEBI:90032
s_3176[vm],CHEBI:90464
s_3177[vm],CHEBI:90433
s_3178[vm],CHEBI:136162
s_3179[vm],CHEBI:60568
s_3180[vm],CHEBI:136170
s_3181[erm],CHEBI:136147
s_3182[erm],C00019
s_3183[erm],C00021
s_3184[erm],"phosphatidyl-N-methylethanolamine (1-16:0, 2-16:1)"
s_3185[erm],CHEBI:138792
s_3186[erm],"phosphatidyl-N-methylethanolamine (1-16:1, 2-16:1)"
s_3187[erm],CHEBI:136155
s_3188[erm],"phosphatidyl-N-methylethanolamine (1-18:0, 2-16:1)"
s_3189[erm],CHEBI:82837
s_3190[erm],"phosphatidyl-N-methylethanolamine (1-18:1, 2-16:1)"
s_3191[erm],CHEBI:136148
s_3192[erm],"phosphatidyl-N-methylethanolamine (1-16:0, 2-18:1)"
s_3193[erm],CHEBI:90464
s_3194[erm],"phosphatidyl-N-methylethanolamine (1-16:1, 2-18:1)"
s_3195[erm],CHEBI:136162
s_3196[erm],"phosphatidyl-N-methylethanolamine (1-18:0, 2-18:1)"
s_3197[erm],CHEBI:136170
s_3198[erm],CHEBI:85962
s_3199[erm],"phosphatidyl-N,N-dimethylethanolamine (1-16:0, 2-16:1)"
s_3200[erm],"phosphatidyl-N,N-dimethylethanolamine (1-16:1, 2-16:1)"
s_3201[erm],"phosphatidyl-N,N-dimethylethanolamine (1-18:0, 2-16:1)"
s_3202[erm],"phosphatidyl-N,N-dimethylethanolamine (1-18:1, 2-16:1)"
s_3203[erm],"phosphatidyl-N,N-dimethylethanolamine (1-16:0, 2-18:1)"
s_3204[erm],"phosphatidyl-N,N-dimethylethanolamine (1-16:1, 2-18:1)"
s_3205[erm],"phosphatidyl-N,N-dimethylethanolamine (1-18:0, 2-18:1)"
s_3206[erm],CHEBI:85963
s_3207[erm],CHEBI:134592
s_3208[erm],CHEBI:134637
s_3209[erm],CHEBI:86097
s_3210[erm],CHEBI:86100
s_3211[erm],CHEBI:134594
s_3212[erm],CHEBI:84811
s_3213[erm],CHEBI:75034
s_3214[erm],CHEBI:74669
s_3215[erm],C00112
s_3216[erm],C00570
s_3217[erm],C00307
s_3218[mm],C00093
s_3219[mm],C00055
s_3220[mm],"3-(3-sn-phosphatidyl)-sn-glycerol 1-phosphate (1-16:0, 2-16:1)"
s_3221[mm],"3-(3-sn-phosphatidyl)-sn-glycerol 1-phosphate (1-16:1, 2-16:1)"
s_3222[mm],"3-(3-sn-phosphatidyl)-sn-glycerol 1-phosphate (1-18:0, 2-16:1)"
s_3223[mm],"3-(3-sn-phosphatidyl)-sn-glycerol 1-phosphate (1-18:1, 2-16:1)"
s_3224[mm],"3-(3-sn-phosphatidyl)-sn-glycerol 1-phosphate (1-16:0, 2-18:1)"
s_3225[mm],"3-(3-sn-phosphatidyl)-sn-glycerol 1-phosphate (1-16:1, 2-18:1)"
s_3226[mm],cpd00001
s_3227[mm],CHEBI:136224
s_3228[mm],C00009
s_3229[mm],"phosphatidylglycerol (1-16:1, 2-16:1)"
s_3230[mm],CHEBI:89270
s_3231[mm],CHEBI:89093
s_3232[mm],CHEBI:84472
s_3233[mm],CHEBI:89398
s_3234[mm],"cardiolipin (1-16:0, 2-16:1, 3-16:0, 4-16:1)"
s_3235[mm],"cardiolipin (1-16:0, 2-16:1, 3-16:1, 4-16:1)"
s_3236[mm],"cardiolipin (1-16:0, 2-16:1, 3-18:0, 4-16:1)"
s_3237[mm],"cardiolipin (1-16:0, 2-16:1, 3-18:1, 4-16:1)"
s_3238[mm],"cardiolipin (1-16:0, 2-16:1, 3-16:0, 4-18:1)"
s_3239[mm],"cardiolipin (1-16:0, 2-16:1, 3-16:1, 4-18:1)"
s_3240[mm],"cardiolipin (1-16:1, 2-16:1, 3-16:0, 4-16:1)"
s_3241[mm],CHEBI:104873
s_3242[mm],"cardiolipin (1-16:1, 2-16:1, 3-18:0, 4-16:1)"
s_3243[mm],"cardiolipin (1-16:1, 2-16:1, 3-18:1, 4-16:1)"
s_3244[mm],"cardiolipin (1-16:1, 2-16:1, 3-16:0, 4-18:1)"
s_3245[mm],"cardiolipin (1-16:1, 2-16:1, 3-16:1, 4-18:1)"
s_3246[mm],"cardiolipin (1-18:0, 2-16:1, 3-16:0, 4-16:1)"
s_3247[mm],"cardiolipin (1-18:0, 2-16:1, 3-16:1, 4-16:1)"
s_3248[mm],"cardiolipin (1-18:0, 2-16:1, 3-18:0, 4-16:1)"
s_3249[mm],"cardiolipin (1-18:0, 2-16:1, 3-18:1, 4-16:1)"
s_3250[mm],"cardiolipin (1-18:0, 2-16:1, 3-16:0, 4-18:1)"
s_3251[mm],"cardiolipin (1-18:0, 2-16:1, 3-16:1, 4-18:1)"
s_3252[mm],"cardiolipin (1-18:1, 2-16:1, 3-16:0, 4-16:1)"
s_3253[mm],"cardiolipin (1-18:1, 2-16:1, 3-16:1, 4-16:1)"
s_3254[mm],"cardiolipin (1-18:1, 2-16:1, 3-18:0, 4-16:1)"
s_3255[mm],"cardiolipin (1-18:1, 2-16:1, 3-18:1, 4-16:1)"
s_3256[mm],"cardiolipin (1-18:1, 2-16:1, 3-16:0, 4-18:1)"
s_3257[mm],"cardiolipin (1-18:1, 2-16:1, 3-16:1, 4-18:1)"
s_3258[mm],"cardiolipin (1-16:0, 2-18:1, 3-16:0, 4-16:1)"
s_3259[mm],"cardiolipin (1-16:0, 2-18:1, 3-16:1, 4-16:1)"
s_3260[mm],"cardiolipin (1-16:0, 2-18:1, 3-18:0, 4-16:1)"
s_3261[mm],"cardiolipin (1-16:0, 2-18:1, 3-18:1, 4-16:1)"
s_3262[mm],"cardiolipin (1-16:0, 2-18:1, 3-16:0, 4-18:1)"
s_3263[mm],"cardiolipin (1-16:0, 2-18:1, 3-16:1, 4-18:1)"
s_3264[mm],"cardiolipin (1-16:1, 2-18:1, 3-16:0, 4-16:1)"
s_3265[mm],"cardiolipin (1-16:1, 2-18:1, 3-16:1, 4-16:1)"
s_3266[mm],"cardiolipin (1-16:1, 2-18:1, 3-18:0, 4-16:1)"
s_3267[mm],"cardiolipin (1-16:1, 2-18:1, 3-18:1, 4-16:1)"
s_3268[mm],"cardiolipin (1-16:1, 2-18:1, 3-16:0, 4-18:1)"
s_3269[mm],"cardiolipin (1-16:1, 2-18:1, 3-16:1, 4-18:1)"
s_3270[mm],"monolysocardiolipin (2-16:1, 3-16:0, 4-16:1)"
s_3271[mm],C00249
s_3272[mm],"monolysocardiolipin (2-16:1, 3-16:1, 4-16:1)"
s_3273[mm],"monolysocardiolipin (2-16:1, 3-18:0, 4-16:1)"
s_3274[mm],"monolysocardiolipin (2-16:1, 3-18:1, 4-16:1)"
s_3275[mm],"monolysocardiolipin (2-16:1, 3-16:0, 4-18:1)"
s_3276[mm],"monolysocardiolipin (2-16:1, 3-16:1, 4-18:1)"
s_3277[mm],C01530
s_3278[mm],"monolysocardiolipin (2-18:1, 3-16:0, 4-16:1)"
s_3279[mm],"monolysocardiolipin (2-18:1, 3-16:1, 4-16:1)"
s_3280[mm],"monolysocardiolipin (2-18:1, 3-18:0, 4-16:1)"
s_3281[mm],"monolysocardiolipin (2-18:1, 3-18:1, 4-16:1)"
s_3282[mm],"monolysocardiolipin (2-18:1, 3-16:0, 4-18:1)"
s_3283[mm],"monolysocardiolipin (2-18:1, 3-16:1, 4-18:1)"
s_3284[mm],"monolysocardiolipin (1-16:0, 2-16:1, 4-16:1)"
s_3285[mm],"monolysocardiolipin (1-16:0, 2-16:1, 4-18:1)"
s_3286[mm],"monolysocardiolipin (1-16:1, 2-16:1, 4-16:1)"
s_3287[mm],"monolysocardiolipin (1-16:1, 2-16:1, 4-18:1)"
s_3288[mm],"monolysocardiolipin (1-18:0, 2-16:1, 4-16:1)"
s_3289[mm],"monolysocardiolipin (1-18:0, 2-16:1, 4-18:1)"
s_3290[mm],"monolysocardiolipin (1-18:1, 2-16:1, 4-16:1)"
s_3291[mm],"monolysocardiolipin (1-18:1, 2-16:1, 4-18:1)"
s_3292[mm],"monolysocardiolipin (1-16:0, 2-18:1, 4-16:1)"
s_3293[mm],"monolysocardiolipin (1-16:0, 2-18:1, 4-18:1)"
s_3294[mm],"monolysocardiolipin (1-16:1, 2-18:1, 4-16:1)"
s_3295[mm],"monolysocardiolipin (1-16:1, 2-18:1, 4-18:1)"
s_3296[mm],CHEBI:134592
s_3297[mm],1-acylglycerophosphocholine (16:0)
s_3298[mm],CHEBI:134637
s_3299[mm],1-acylglycerophosphocholine (16:1)
s_3300[mm],CHEBI:86097
s_3301[mm],1-acylglycerophosphocholine (18:0)
s_3302[mm],CHEBI:86100
s_3303[mm],1-acylglycerophosphocholine (18:1)
s_3304[mm],CHEBI:134594
s_3305[mm],CHEBI:84811
s_3306[mm],CHEBI:75034
s_3307[mm],CHEBI:74669
s_3308[mm],"cardiolipin (1-18:1, 2-18:1, 3-16:0, 4-16:1)"
s_3309[mm],"cardiolipin (1-18:1, 2-18:1, 3-16:1, 4-16:1)"
s_3310[mm],"cardiolipin (1-18:1, 2-18:1, 3-18:0, 4-16:1)"
s_3311[mm],"cardiolipin (1-18:1, 2-18:1, 3-18:1, 4-16:1)"
s_3312[mm],"cardiolipin (1-18:1, 2-18:1, 3-16:0, 4-18:1)"
s_3313[mm],"cardiolipin (1-18:1, 2-18:1, 3-16:1, 4-18:1)"
s_3314[mm],"cardiolipin (1-16:0, 2-16:1, 3-18:1, 4-18:1)"
s_3315[mm],"cardiolipin (1-16:1, 2-16:1, 3-18:1, 4-18:1)"
s_3316[mm],"cardiolipin (1-18:0, 2-16:1, 3-18:1, 4-18:1)"
s_3317[mm],"cardiolipin (1-18:1, 2-16:1, 3-18:1, 4-18:1)"
s_3318[mm],"cardiolipin (1-16:0, 2-18:1, 3-18:1, 4-18:1)"
s_3319[mm],"cardiolipin (1-16:1, 2-18:1, 3-18:1, 4-18:1)"
s_3320[mm],C21072
s_3321[mm],C00010
s_3322[mm],C00510
s_3323[ce],CHEBI:88396
s_3324[ce],C00008
s_3325[ce],"1-phosphatidyl-1D-myo-inositol 4-phosphate (1-16:0, 2-16:1)"
s_3326[ce],"1-phosphatidyl-1D-myo-inositol (1-16:1, 2-16:1)"
s_3327[ce],"1-phosphatidyl-1D-myo-inositol 4-phosphate (1-16:1, 2-16:1)"
s_3328[ce],CHEBI:88557
s_3329[ce],"1-phosphatidyl-1D-myo-inositol 4-phosphate (1-18:0, 2-16:1)"
s_3330[ce],CHEBI:88626
s_3331[ce],"1-phosphatidyl-1D-myo-inositol 4-phosphate (1-18:1, 2-16:1)"
s_3332[ce],C13888
s_3333[ce],"1-phosphatidyl-1D-myo-inositol 4-phosphate (1-16:0, 2-18:1)"
s_3334[ce],CHEBI:88562
s_3335[ce],"1-phosphatidyl-1D-myo-inositol 4-phosphate (1-16:1, 2-18:1)"
s_3336[ce],CHEBI:77346
s_3337[ce],CHEBI:77277
s_3338[ce],CHEBI:88612
s_3339[ce],"1-phosphatidyl-1D-myo-inositol 4-phosphate (1-18:1, 2-18:1)"
s_3340[vm],CHEBI:88396
s_3341[vm],C00002
s_3342[vm],C00008
s_3343[vm],"1-phosphatidyl-1D-myo-inositol 4-phosphate (1-16:0, 2-16:1)"
