,0
4,1.0266309214594702
5,1.0266309214594702
6,1.0266309214594702
8,0.3003544281598752
12,0.5001686497080706
13,1.0266309214594707
14,1.0266309214594707
15,1.0266309214594707
16,1.0266309214594707
17,1.0266309214594707
22,2.509972690088103
23,0.5001686497080695
30,0.8820688541842406
31,0.8820688541842401
32,0.8820688541842401
36,0.47701553718009526
41,0.25132538656694975
46,1.0266309214594707
47,1.02663092145947
64,0.8820688541842401
69,2.111556305895195
80,1.0266309214594702
89,0.8820688541842406
90,1.0266309214594707
91,1.0266309214594702
92,1.0266309214594702
112,1.0266309214594702
120,1.0266309214594702
122,5.330647140539432
129,0.8820688541842401
146,1.0266309214594707
155,3.7293724894974414
161,0.2915539037394015
179,0.7995244614177225
202,0.254951397337839
229,0.8820688541842401
247,1.0266309214594702
256,5.330647140539418
305,5.330647140539431
318,0.8820688541842401
328,5.521216639261077
351,5.330647140539432
353,6.338236195945269
383,1.0266309214594707
446,1.0266309214594702
456,0.8820688541842401
505,3.729372489497442
519,3.729372489497441
520,4.9027548587489145
654,3.4056720201249173
765,0.8820688541842403
769,0.8820688541842401
770,0.8820688541842401
771,0.8820688541842401
778,1.0266309214594707
854,0.8820688541842401
872,0.7786267789034474
911,0.47701553718009504
921,0.8820688541842401
925,3.735042082228129
930,0.8820688541842401
938,0.8820688541842401
976,0.2377537654109475
980,0.9761069538760542
990,0.9332717940446875
991,0.9761069538760541
1004,0.9529538413480767
1009,1.0075252063351312
1037,0.7513236418206976
1063,2.358929379867219
1067,1.1413194055582911
1081,1.4361977664287502
1087,1.1413194055582907
1098,1.1311485968109436
1100,17.18288462017616
1118,1.1331285814072127
1120,0.1357989605185848
1122,17.182884620176157
1123,1.6152783370715558
1127,1.1413194055582911
1128,1.1309433008042893
1129,1.1726997363643399
1137,1.1331285814072127
1147,1.0626576138218211
1159,1.1331317715365234
1161,1.1309433008042893
1162,1.1309433008042893
1170,1.0111512171060213
1172,1.1331317715365234
1173,3.096108550367992
1199,3.4721118117344334
1210,0.3823549941264312
1224,1.631590487392554
1227,0.6087496965417645
1232,1.1413194055582918
1274,17.182884620176157
1289,1.1331285814072125
1307,17.182884620176157
1315,1.1413194055582914
1326,1.1309433008042893
1473,1.615278337071556
1487,1.6152783370715562
1488,1.351666167684619
1569,1.1413194055582916
1622,0.145416670939379
1664,3.0501349088410605
1725,6.055111806816421
1729,1.1413194055582914
1879,0.9529538413480765
1882,5.597751817709883
1893,0.03598542908110681
1944,0.0393220193046137
1948,0.6195348956870105
1949,2.514071052570453
1950,2.514071052570453
1951,2.514071052570453
1952,2.514071052570453
1953,2.514071052570453
1958,0.5766997358556472
1959,0.6195348956870107
1966,3.9636154392113228
1967,3.9636154392113228
1968,3.9636154392113228
1969,0.92286289372551
1972,0.5963817831590359
1977,0.8507416562101999
1982,2.514071052570453
1983,2.5140710525704524
2000,3.9636154392113228
2005,0.17828335166274017
2025,3.9636154392113228
2026,2.514071052570453
