,2-phenylethanol,heme,spermidine,sclareol,fatty
protein,0.4657881789764094,-0.12134426218743011,0.18162745121959284,0.3075257513505571,0.28087229258219815
protein_distance,9.095773922408195,10.729562792844161,10.331231746437009,9.250086896520536,9.133645535588016
flux,0.3407089100895081,0.15664140425852852,0.24341631694273372,0.3140056855322805,0.24181517834145977
flux_distance,17.657829294634883,16.137854905065048,15.394571705098123,14.393024078356174,15.007196522177711
